日期,CS石油石化,CS煤炭,CS有色金属,CS电力及公用事业,CS钢铁,CS基础化工,CS建筑,CS建材,CS轻工制造,CS机械,CS电力设备,CS国防军工,CS汽车,CS商贸零售,CS餐饮旅游,CS家电,CS纺织服装,CS医药,CS食品饮料,CS农林牧渔,CS银行,CS非银行金融,CS房地产,CS交通运输,CS电子元器件,CS通信,CS计算机,CS传媒,CS综合
2013-01-18,10.8293,12.0649,14.3536,10.4543,6.3354,11.1137,13.2622,11.1319,9.8955,11.6652,10.4768,13.6065,10.0918,9.9734,12.1479,9.7919,10.1444,18.8177,21.4725,10.2567,8.4213,14.6420,7.6786,5.8477,13.2118,11.8984,15.5035,16.0553,8.0339
2013-01-25,10.6047,11.5651,13.9278,10.1473,6.1840,10.7680,13.0015,10.9055,9.6731,11.1272,10.1120,14.1381,9.8003,9.6058,11.6728,9.3864,9.6467,18.6604,20.2688,9.8711,8.8469,14.1744,7.3752,5.7602,12.4584,11.3268,14.8929,15.7445,7.9948
2013-02-01,10.9679,12.2693,14.5054,10.6032,6.3208,11.1144,13.5160,11.3619,9.9706,11.5048,10.3980,14.7438,10.2571,10.0320,12.1297,9.6274,10.0319,18.9827,20.2392,10.1979,9.7981,16.3712,7.5449,6.0133,12.7157,11.6085,15.2439,16.2491,8.1167
2013-02-08,11.4521,12.7366,15.0427,10.8890,6.4694,11.5057,14.2246,11.6132,10.2192,11.8149,10.6317,15.0565,10.7377,10.3262,12.5152,9.8823,10.2867,19.9059,20.7965,10.2935,9.3150,16.3904,7.7150,6.1191,13.2064,12.1144,15.7418,16.9102,8.2931
2013-02-22,11.1893,11.6224,14.2886,11.1149,6.2627,11.2884,13.7982,11.2545,10.2055,11.6834,10.6609,14.7888,10.4067,10.1421,12.4383,9.8625,10.2963,20.1028,21.5949,10.3348,8.5813,14.7900,7.4598,5.9319,13.2972,12.0919,15.8059,17.3302,8.1625
2013-03-01,11.4193,11.7049,14.4951,11.8740,6.3927,11.7026,14.1828,11.6455,10.5467,12.1717,11.0257,15.9827,10.6952,10.3305,12.3876,10.2036,10.3903,20.7336,20.9380,10.5422,9.2413,15.5684,7.6690,6.0537,13.8707,12.6799,16.4859,17.9062,8.5047
2013-03-08,11.4000,11.3622,14.2144,11.4325,6.2842,11.6618,13.5191,11.1940,10.6848,11.8889,10.9407,15.0123,10.4521,10.2364,12.4945,10.0396,10.2266,20.6752,21.4614,10.3983,9.0800,14.8084,7.1456,5.9993,13.9020,12.6707,16.3663,17.7377,8.3566
2013-03-15,11.2763,11.0488,13.8382,11.2203,6.0348,11.2370,13.1623,10.7659,10.2183,11.4955,10.6036,14.5931,10.0988,9.9730,12.2462,9.7174,9.7916,20.1850,20.3817,9.8261,8.8019,14.3784,7.0248,5.7286,13.5860,12.3648,15.8866,17.1398,8.2378
2013-03-22,11.7170,11.1839,13.9055,11.8109,6.1569,11.5047,13.3212,11.2136,10.6391,11.8331,10.8088,15.3531,10.3089,10.2000,12.6479,10.1174,10.0036,20.7971,20.3782,10.0178,9.2913,14.9568,7.3414,5.8344,14.0806,12.7588,16.5871,17.8111,8.6100
2013-03-29,11.3977,10.6012,13.1955,11.1694,5.9325,11.1009,13.1391,10.7633,10.3134,11.3365,10.3441,14.7896,9.9004,9.9262,12.3824,9.7551,9.8112,20.5926,19.7534,9.6640,8.4725,13.4736,7.1486,5.6822,13.7186,12.5853,16.1602,17.3057,8.6045
2013-04-03,11.0305,10.4849,12.9841,10.9269,5.8698,10.9117,12.7302,10.6512,10.0331,11.0245,9.9546,14.6381,9.7166,9.7161,12.0641,9.6343,9.5169,19.6489,19.2006,9.5429,8.4788,13.6244,7.1809,5.6229,13.1867,12.1281,15.8076,16.9377,8.5074
2013-04-12,11.1586,10.3083,12.8971,10.8094,5.8202,10.8744,13.0018,10.6061,9.7944,10.9292,9.9917,14.6131,9.7497,9.7535,11.7655,9.7606,9.3941,19.2608,19.5308,9.3800,8.3081,13.3012,7.1899,5.5684,13.3845,12.2885,15.8275,16.8672,8.4084
2013-04-19,11.3123,10.3510,12.7527,11.2028,5.8788,11.1670,13.6775,10.9671,10.1561,11.2689,10.1592,14.6723,10.0762,9.8868,11.9669,10.1223,9.6257,19.8885,19.7056,9.5252,8.5969,14.3416,7.4265,5.6573,13.4569,12.7039,16.1695,17.7562,8.6655
2013-04-26,10.9477,9.9044,12.4565,10.4999,5.7233,10.5333,12.9378,10.2559,9.9272,10.7899,9.8448,13.6958,9.7731,9.5589,11.5324,9.8077,9.2331,19.6462,18.4958,9.2562,8.3356,13.9160,7.0762,5.4542,13.0529,12.6391,15.6810,18.4977,8.3742
2013-05-03,11.1135,9.9779,12.5471,11.1207,6.0453,10.8557,13.2098,10.5115,9.3708,11.0680,9.9544,13.9827,9.9948,9.7902,11.3963,10.1181,9.3023,19.9825,18.1244,9.4244,8.5619,14.2881,7.2847,5.4455,13.8602,13.2581,16.0388,19.0084,7.6510
2013-05-10,11.3965,10.2377,13.2435,11.7963,6.2786,11.1533,13.5742,10.7905,9.3366,11.6697,10.3326,14.6438,10.6473,9.8754,11.6287,10.4270,9.6020,20.2546,19.1956,9.7049,8.6163,14.2481,7.3831,5.5752,14.3073,13.6432,16.6271,19.7576,8.0177
2013-05-17,11.2770,10.2205,13.1579,11.8122,6.4000,11.2123,13.8020,11.1945,9.6276,11.8795,10.3525,15.7392,10.6109,10.1571,11.7930,10.5941,9.5906,20.3136,19.4960,9.9540,8.7644,14.4708,7.6225,5.6815,14.9582,14.1073,17.0513,18.7448,7.5965
2013-05-24,11.6916,10.0246,13.3636,12.1801,6.5543,11.5093,13.0691,11.2561,9.7310,12.1541,10.6852,16.8108,10.8323,9.9781,11.7947,10.9570,9.4694,20.0079,19.7730,9.9863,8.7519,14.5869,7.7300,5.8160,15.1760,13.7904,17.5812,19.1170,7.7442
2013-05-31,11.2630,9.9905,13.4047,12.3686,6.4694,11.3683,12.1306,11.2265,9.6792,12.2295,10.5520,16.6058,10.9848,9.7793,12.1330,10.6270,9.4661,20.4898,19.6973,9.9768,8.8050,14.7085,7.8580,5.9784,14.5063,13.6258,17.1382,18.3978,7.7642
2013-06-07,10.7188,9.3377,12.7876,11.2353,6.2608,10.7066,11.2817,10.6154,9.0490,11.3018,9.8318,15.4338,10.3282,9.3434,11.0017,9.8981,8.9281,19.0583,18.8746,9.4278,8.3400,13.8100,7.4734,5.6062,13.5618,12.7978,15.7186,17.2818,7.2394
2013-06-14,10.5551,8.9428,12.3381,11.2801,6.0931,10.5336,11.2692,10.3554,8.9384,11.2550,9.8070,15.1662,10.0714,9.1669,10.8066,9.8461,8.8092,19.2554,18.5763,9.2616,8.1019,13.2858,7.2817,5.4975,13.8351,13.0625,15.8181,18.2064,7.1531
2013-06-21,10.2477,8.0972,11.6661,10.5618,5.8733,9.8125,10.7114,9.8954,8.2389,10.7728,9.2837,14.3538,9.6402,8.7464,10.5438,9.5783,8.4595,18.7409,18.2511,9.0067,7.2325,12.5423,7.0445,5.2690,13.1424,12.5501,15.0463,17.9872,6.9309
2013-06-28,9.5207,7.1936,10.4982,10.1978,5.3679,9.1170,10.0439,9.1105,7.6561,9.9918,8.7892,13.1846,8.9707,8.2136,10.0183,9.1950,7.7905,18.0103,17.2260,8.3326,6.9431,11.4881,6.6257,4.9003,12.4179,12.4589,14.5392,18.0998,6.3369
2013-07-05,9.7426,7.2138,11.1091,10.2397,5.5490,9.5925,10.3408,9.4292,7.9373,10.2458,8.9983,14.1781,9.1760,8.3858,10.2052,9.6024,8.0972,18.7592,17.7802,8.6280,6.4688,11.4696,6.7831,5.0432,13.0523,12.9103,15.3167,18.9512,6.5331
2013-07-12,9.8440,7.2626,11.2400,10.3536,5.4742,9.5525,10.2382,9.4692,8.1353,10.2800,9.1743,13.9612,9.1910,8.4686,10.3972,9.6394,8.1243,19.2746,17.8573,8.6456,6.7475,11.7131,6.9217,5.0555,12.9356,13.1537,15.4444,20.5218,6.7513
2013-07-19,9.9114,6.8890,10.7084,10.2227,5.3558,9.4445,9.9206,9.2620,8.0839,10.2688,9.2337,13.9188,9.0011,8.3158,10.4428,9.5498,7.9894,19.3726,17.2229,8.5410,6.4150,11.2862,6.7513,4.9424,13.1626,13.6935,16.3764,22.0390,6.6184
2013-07-26,10.0823,6.9910,11.0963,10.6967,5.5090,9.7390,10.0768,9.5877,8.4876,10.6124,9.4383,14.1496,9.0849,8.3911,10.7741,9.9698,8.2194,20.1373,17.6003,8.7010,6.1975,11.5392,6.8234,5.0556,13.5674,14.0692,17.3438,22.7038,6.6863
2013-08-02,10.1356,7.2241,11.2252,10.8380,5.6352,9.9080,10.3279,9.7616,8.6773,10.8052,9.7323,14.3215,9.1182,8.5038,10.9469,10.2019,8.4067,20.3304,17.7440,8.8642,6.2281,11.7185,7.0029,5.1347,14.0539,14.1568,17.8403,22.7758,6.7525
2013-08-09,10.2309,7.3387,11.8141,10.8300,5.7962,10.3029,10.4606,9.8835,8.8769,10.9575,9.8659,14.4919,9.4961,8.7730,11.2476,10.3515,8.6523,21.0595,18.0462,9.2811,6.2481,11.7858,7.1719,5.2182,14.1763,14.2315,17.6119,22.3506,6.8781
2013-08-16,10.0263,7.5726,11.6567,10.5585,5.7113,10.0847,10.1706,9.8330,8.7223,10.7192,9.7757,13.8100,9.3963,8.7953,11.0183,10.1183,8.4663,19.9599,17.8510,9.1531,6.4975,12.0146,7.2268,5.2405,13.6747,14.0524,17.4841,21.9664,6.8653
2013-08-23,10.1888,7.4185,11.6647,10.6352,5.7727,10.3411,10.3085,9.9773,9.0263,10.9483,10.2316,14.1469,9.5854,8.9058,11.4352,10.2598,8.5929,20.5552,17.8465,9.3416,6.4519,11.4754,7.2476,5.3733,14.6647,15.4380,18.8204,24.5114,6.9575
2013-08-30,10.1342,7.4718,11.7015,10.4661,5.8675,10.1218,10.4030,10.0889,9.0629,10.8672,10.0162,14.5177,9.6536,9.3804,11.8069,10.0770,8.7625,20.1044,17.6498,9.2148,6.5663,12.1450,7.6125,6.2332,14.0869,14.7729,17.7823,24.0316,7.2788
2013-09-06,10.3630,7.6233,11.8608,10.7133,6.0890,10.4483,10.7073,10.3055,9.6621,11.2904,10.4440,15.5008,9.9729,9.4623,12.1590,10.3200,9.0276,20.8013,17.7105,9.7048,6.7844,12.0862,7.7040,6.1924,14.8235,15.7763,18.9300,27.3356,7.4822
2013-09-13,10.4284,7.8669,12.0241,10.8198,6.1546,10.3309,10.7329,10.0159,9.5087,11.2825,10.4992,14.9569,10.1235,10.0614,12.2817,10.5081,9.2825,20.4145,18.1763,9.8143,7.5113,12.9723,7.9531,6.4040,14.1517,15.0947,18.4036,26.6362,7.7922
2013-09-18,10.5047,7.6241,11.7367,10.7727,6.0717,10.2084,10.5839,10.0064,9.6068,11.2389,10.4482,14.8000,10.0489,10.2139,12.8814,10.4508,9.1458,20.7860,17.7103,9.6874,7.2556,12.6562,7.8132,6.2970,14.1137,15.1109,18.6473,28.3786,7.6634
2013-09-27,10.7049,7.5385,11.5399,10.6709,5.9290,10.1079,10.2314,9.7651,9.6311,11.2729,10.5592,14.6554,10.0213,10.2014,12.5510,11.1174,9.0920,21.7043,17.9110,9.6098,6.9088,12.2004,7.6520,6.0843,14.3418,15.6047,19.2579,28.9986,7.6956
2013-09-30,10.7851,7.5392,11.6163,10.8319,5.9792,10.2112,10.2627,9.8549,9.8169,11.3948,10.7176,13.9415,10.1351,10.2550,12.7966,11.2769,9.2081,21.8958,18.0529,9.8009,6.9138,12.1096,7.7610,6.1854,14.5282,16.0620,19.7541,30.4890,7.8734
2013-10-11,11.4586,7.6254,11.7867,11.2926,6.1796,10.5575,10.5370,10.1559,9.8200,11.8264,11.2342,14.5250,10.5105,11.0022,13.1459,11.7052,9.4890,21.8953,18.4762,10.2978,7.1000,12.2754,8.0515,6.6399,14.8137,16.5553,20.7186,27.8900,8.3331
2013-10-18,11.1940,7.6459,11.5338,11.3856,6.1558,10.4519,10.5227,10.0966,9.7835,11.8069,11.1689,14.1804,10.4786,10.7272,12.9631,11.6639,9.5742,21.5761,18.7446,10.4604,6.8700,12.0285,7.7830,6.4377,14.4881,16.1705,20.4814,26.0154,8.0663
2013-10-25,11.0216,7.5018,11.2281,11.2104,6.0187,10.1711,10.2970,9.8632,9.4137,11.5834,11.0787,13.7927,10.2833,10.1278,12.4300,11.8715,9.4014,20.8275,17.8141,10.0298,7.0025,11.6538,7.4986,6.1757,14.1449,15.0080,19.1916,23.9616,7.6628
2013-11-01,11.0951,7.2162,11.2122,10.8618,5.8808,9.8776,9.9164,9.7047,9.0152,11.2145,10.6329,13.6627,10.1912,9.7429,12.0262,11.7546,9.0425,20.3368,17.0571,9.8352,7.1669,11.9846,7.3618,6.2009,13.6607,14.4192,18.5656,22.7372,7.4934
2013-11-08,11.3349,7.1208,10.9947,11.0489,5.7423,9.7241,9.7295,9.5969,8.8269,11.2372,10.4614,13.2265,9.9703,9.5933,11.8966,11.5254,8.9370,19.5031,16.6005,9.9268,6.9244,11.3115,7.2716,6.1776,13.4903,14.2194,18.2480,22.6248,7.3553
2013-11-15,11.3102,7.2238,11.2795,11.1121,5.9098,10.1534,10.0895,10.1758,9.1727,11.8359,10.8563,14.9738,10.4132,9.7239,12.2745,12.1011,9.1861,20.5667,17.5159,10.2568,6.8538,11.7512,7.3329,6.2080,14.0821,14.8594,19.8546,24.1596,7.5494
2013-11-22,11.5498,7.5051,11.5149,11.2063,6.0513,10.3902,10.2355,10.3786,9.6234,12.1079,11.0979,16.1235,10.7887,9.9936,12.5083,12.4511,9.3515,20.6553,17.4559,10.7323,6.9913,12.3946,7.4547,6.5054,14.4359,15.5429,20.3129,24.9126,7.7284
2013-11-29,11.7984,7.5803,11.8978,11.3243,6.2437,10.9485,10.6003,10.7958,9.8837,12.7983,11.7091,17.6858,11.3667,10.1593,13.0303,13.3493,9.7408,21.6535,17.9884,10.9321,7.0044,12.7481,7.5313,6.6786,15.7781,16.4482,21.6867,26.0512,7.8494
2013-12-06,11.4470,7.5103,11.5780,10.9888,6.0958,10.5554,10.5891,10.4627,9.4763,12.1290,11.1548,16.0162,11.2153,10.0522,12.5448,12.9498,9.5292,20.8458,17.7619,10.8552,7.0631,13.0812,7.4357,6.5964,14.5084,15.0316,19.2695,22.7784,7.8378
2013-12-13,11.5088,7.2736,11.5194,11.0791,6.0804,10.7700,10.6720,10.5978,9.5887,12.3925,11.3631,15.9231,11.3798,10.1083,12.9128,13.6674,9.7070,21.0486,18.0895,10.9717,6.8463,12.7658,7.4883,6.5830,14.9370,15.3367,19.9944,23.8612,7.9063
2013-12-20,10.9893,6.9541,10.9590,10.6273,5.8194,10.3098,10.0921,10.0958,9.2756,11.9140,10.9585,15.0119,10.6655,9.6178,12.3628,12.7978,9.3194,20.9415,17.0678,10.6180,6.4963,12.2150,7.1167,6.2364,14.4587,14.8034,19.2528,22.8156,7.5728
2013-12-27,11.1900,6.7490,11.1038,10.8274,5.9488,10.6186,10.3303,10.3505,9.5303,12.5829,11.4429,15.8177,11.0733,9.5992,12.5431,13.2456,9.4662,21.6744,17.3121,10.7547,6.5500,12.4250,7.1084,6.2644,15.1884,15.3632,20.4876,23.5840,7.5928
2014-01-03,11.3281,6.6010,11.2609,10.7823,5.9683,10.6855,10.2367,10.3795,9.6763,12.8296,11.7850,15.9350,11.0185,9.6024,12.6717,13.3211,9.4777,22.2137,17.2711,10.8652,6.5088,12.2923,7.0747,6.2594,15.6230,15.8486,21.2281,24.5594,7.5463
2014-01-10,11.1184,6.1328,10.8030,10.3888,5.6337,10.0091,9.5239,9.7470,9.4447,12.1494,11.4185,15.0146,10.4018,9.0190,12.1741,12.7665,8.8101,21.6584,16.5500,10.1675,6.4881,11.9592,6.7076,5.8702,15.1690,15.5306,20.7276,24.6550,7.2741
2014-01-17,11.2898,6.0192,11.0175,10.2602,5.6158,10.2457,9.5948,9.7209,9.7895,12.5810,11.7680,15.2800,10.5725,9.1315,12.1510,13.0319,8.9600,22.0511,16.6105,10.2584,6.3056,12.0365,6.6932,5.8995,15.8016,15.7737,21.5453,25.5794,7.4588
2014-01-24,11.7070,6.1854,11.4732,10.6724,5.9096,10.6406,10.1327,10.1107,10.6206,13.2364,12.3178,16.0346,11.1240,9.6247,12.9510,13.6881,9.3147,22.8460,17.1840,10.7214,6.3631,12.4238,7.1720,6.1955,16.5087,17.0537,23.5209,28.4916,7.7909
2014-01-30,11.4842,6.0110,11.3411,10.5152,5.9198,10.5338,9.9721,9.9919,10.7158,13.1576,12.3539,16.6269,11.1261,9.6845,13.0086,13.5685,9.3725,22.9279,16.5514,10.5738,6.3594,12.2385,7.0571,6.2433,16.4170,17.4365,24.2267,29.4950,7.8116
2014-02-07,11.7458,6.0145,11.5883,10.6961,6.1402,10.8163,10.0565,10.6631,10.9224,14.0070,13.3792,17.2423,11.5536,9.6851,14.4550,13.8656,9.6699,23.3841,17.0100,11.4380,6.3475,12.3162,7.1317,6.6288,18.1766,18.6666,25.9312,30.7761,7.9556
2014-02-14,11.9902,6.2783,12.3848,11.2257,6.4764,11.4082,10.5544,11.2535,11.4065,14.7793,14.4428,16.9850,12.5231,10.1962,15.5353,14.2013,10.3033,24.3828,17.9695,12.1982,6.6794,12.5892,7.4445,7.1269,19.2570,19.0658,26.9026,29.3057,8.3863
2014-02-21,12.1535,6.2208,12.3701,11.0766,6.4883,11.3701,10.5827,11.2043,11.2932,14.8132,14.5820,17.0008,12.7017,10.1374,16.0667,14.3400,10.2823,24.7843,17.8532,12.1848,6.5819,12.0796,7.3735,7.0864,19.3555,19.4743,27.7297,29.1920,8.3991
2014-02-28,11.9535,5.8303,12.2253,10.7072,6.3489,10.9592,10.0879,10.7860,10.9639,14.1355,13.9580,16.1562,12.4641,9.7868,16.0427,13.5507,9.9362,23.7033,17.2825,11.5087,6.4219,11.8388,7.0594,6.7358,18.1257,18.3276,26.8210,26.9037,8.1559
2014-03-07,12.0221,5.8328,12.4115,10.7402,6.4689,11.1863,10.3900,10.8128,11.3081,14.4076,14.1932,16.4781,12.6400,9.8903,15.9777,13.8016,10.1225,23.8361,17.7028,11.5787,6.3081,11.6546,7.2617,6.9895,18.4503,18.8809,27.1852,27.3880,8.2291
2014-03-14,11.5174,5.6570,11.9831,10.3920,6.1821,10.9461,10.0203,10.5761,10.7831,14.0464,13.5537,15.5804,12.1814,9.4680,15.3143,13.3436,9.8748,23.5011,17.7389,11.2992,6.2256,11.3162,7.1629,6.7072,18.0265,18.0011,26.0437,27.2400,7.8894
2014-03-21,11.6451,5.9175,12.0559,10.3676,6.2555,11.1940,10.2332,10.7871,11.0969,14.2516,13.7157,15.6612,12.1691,9.6667,15.5850,13.3380,10.0328,23.5733,17.7532,11.4065,6.4331,11.4765,7.4479,6.7914,18.0904,18.7386,26.4070,26.6224,8.1013
2014-03-28,11.2626,5.7448,11.6445,10.0601,6.1632,10.7346,9.8358,10.4753,10.6673,13.5432,12.9023,14.7804,11.7752,9.5627,14.8530,12.9147,9.6575,22.3229,16.9129,10.9378,6.4713,11.3623,7.4648,6.7474,16.9810,17.2688,24.0851,24.7884,7.9878
2014-04-04,11.2487,5.8173,12.0088,10.2657,6.2713,10.8763,10.8637,10.6993,10.8973,13.6476,13.0928,15.1323,12.0195,9.6507,14.8903,13.1971,9.8432,22.2457,18.1848,11.1218,6.4944,11.6719,7.6054,6.6807,17.7152,17.4015,24.6327,25.2273,7.9678
2014-04-11,11.3996,6.0123,12.1226,10.3468,6.4326,11.0677,10.9606,10.7779,11.1474,13.8417,13.3972,15.6177,12.3200,9.8326,15.1100,13.5127,9.9849,22.8682,18.8686,11.2496,6.8044,12.2435,7.5893,6.9017,17.6792,17.7638,24.4620,26.0141,8.1500
2014-04-18,11.5809,5.9948,12.0526,10.4411,6.4179,11.0833,10.9796,10.7895,11.1318,13.9717,13.4567,15.5769,12.3846,9.8416,15.2161,13.5396,9.9891,22.9107,18.8214,11.4512,6.5581,11.7042,7.5476,6.9130,17.7501,17.9143,24.5149,26.2259,8.1784
2014-04-25,11.1224,5.7823,11.4786,10.0177,6.0492,10.3100,10.2818,10.2615,10.3847,13.0544,12.4860,14.9781,11.7789,9.4410,14.4094,13.0111,9.3362,21.1579,17.9638,11.0037,6.5981,11.2881,7.2271,6.5518,16.2016,16.4186,22.7759,24.1635,7.9269
2014-04-30,11.0620,5.7180,11.3873,9.9189,5.9481,10.0577,10.1591,10.1323,10.1689,12.7492,12.2550,14.3262,11.7382,9.4221,14.2381,12.4493,9.2027,20.9224,17.7821,10.7383,6.5794,11.3623,7.1363,6.5198,16.0210,16.0799,22.1437,23.7747,7.7906
2014-05-09,8.0828,5.9690,11.4087,9.8663,6.1687,9.9268,9.9651,9.9591,9.7816,13.2220,12.0269,14.2365,11.6992,9.2000,14.2309,12.3318,9.0904,20.9239,17.6415,10.4706,6.5006,11.4838,6.7858,6.4876,15.5266,16.3964,21.9262,22.7458,7.4591
2014-05-16,8.2756,6.0615,11.4819,9.6680,6.2887,9.8432,9.7854,9.9999,9.4198,12.7174,11.7416,14.6158,11.6837,9.1657,14.5409,12.0655,9.1728,20.4442,17.5018,10.5250,6.5563,11.4285,6.8418,6.5777,15.1159,15.7642,21.0375,22.5324,7.5574
2014-05-23,8.2944,5.9208,11.4898,9.4556,6.2551,9.9134,9.9035,10.0438,9.5925,12.6711,12.0452,14.6042,11.9932,9.2360,14.7666,12.0584,8.9433,20.4647,17.0179,10.4680,6.5706,11.4158,6.9522,6.5840,15.2960,15.4998,22.1086,23.1475,7.4665
2014-05-30,8.3682,5.8838,11.4131,9.2403,6.2076,9.6558,9.8839,10.2535,9.6189,12.6036,11.8749,15.1169,12.2420,9.2469,14.8984,12.1449,8.9542,20.5151,17.1243,10.5154,6.5525,11.4108,6.8899,6.5511,15.4406,15.5945,22.4432,22.4449,7.5341
2014-06-06,8.4067,5.8423,11.2995,9.2583,6.1536,9.6491,9.8335,9.7237,9.6021,12.7169,11.8566,16.4714,12.0704,9.1905,14.5244,12.2020,8.9358,20.3496,16.9204,10.4038,6.5213,11.3242,6.8154,6.6400,15.4791,15.3844,22.2060,23.1649,7.5997
2014-06-13,8.4938,5.9438,11.6190,9.3763,6.2713,9.9323,9.9630,9.9024,9.3602,12.6881,12.0634,17.3603,12.2280,9.2970,14.8578,12.4855,9.0983,20.6880,17.2009,10.4863,6.5769,11.5904,6.8012,6.6421,15.8401,15.5922,22.6906,23.1344,7.8797
2014-06-20,8.2151,5.7590,11.4867,9.1175,5.9813,9.5758,9.5265,9.4380,9.0667,12.2384,11.6381,16.8886,11.8073,8.9868,14.5016,12.0487,8.7548,19.7246,16.3299,10.1469,6.5031,11.1858,6.6683,6.3600,15.1958,15.2421,21.6489,21.8904,7.7541
2014-06-27,8.3810,5.8890,11.7443,9.1923,6.1665,9.9969,9.7891,9.9343,9.2285,12.7066,12.2123,18.1549,12.4881,9.1563,15.0363,12.5760,9.0206,20.3954,16.6225,10.3304,6.3481,11.2204,6.8635,6.5667,16.0578,16.1876,22.7871,22.1920,8.4221
2014-07-04,8.3636,5.9974,11.8402,9.5641,6.2576,10.2893,9.9828,10.1366,9.4487,13.0395,12.3420,19.6386,12.7424,9.3556,15.4581,12.9389,9.2740,21.1427,16.7825,10.5815,6.4075,11.4550,6.9704,6.7118,16.3183,17.0637,23.8329,22.3389,8.5406
2014-07-11,8.4500,5.9608,11.9520,9.7303,6.4755,10.4042,9.7554,10.1001,9.3787,13.0393,12.3262,20.9089,12.8227,9.3127,15.4013,13.0807,9.3520,21.0640,16.4291,10.5263,6.2119,11.2031,7.0156,6.6393,15.9978,16.8820,23.4154,21.5711,8.5165
2014-07-18,8.4792,5.9482,12.0261,9.7349,6.4300,10.3569,9.6446,10.1645,9.1918,12.7219,12.2719,18.7638,12.7933,9.4403,15.2848,12.9809,9.2868,20.6258,16.9055,10.6671,6.1094,11.3204,7.1287,6.6456,15.6129,16.0300,22.4875,20.5318,8.4703
2014-07-25,8.6118,6.2767,12.7110,9.7104,6.5022,10.3694,9.6839,10.2175,9.0361,12.5995,12.2265,18.8051,12.8735,9.5835,15.2161,13.0284,9.3938,20.2370,17.0129,10.8066,6.3919,12.0627,7.2973,6.6849,15.3201,15.7700,22.1639,20.2044,8.5644
2014-08-01,8.8756,6.6351,13.3734,9.9852,6.7075,10.6684,9.9557,10.5054,9.3252,13.0735,12.5539,19.8889,13.3120,9.9055,15.5116,13.4531,9.3397,21.0992,17.5733,10.9564,6.7431,12.5938,7.3900,6.8366,15.8046,16.0212,22.7408,20.9315,8.8074
2014-08-08,9.2046,6.6533,13.7745,10.3049,7.0453,10.9581,10.1465,10.7458,9.5375,13.6342,12.9838,20.5055,13.7007,10.0636,15.8397,13.6042,9.6033,21.4066,17.7739,11.0663,6.6219,12.6181,7.4778,7.0237,16.5545,16.5855,23.7086,21.8695,9.0083
2014-08-15,9.3395,6.7274,13.7888,10.6110,7.1764,11.2961,10.4209,11.0928,9.7964,13.8508,13.3607,20.6532,14.1287,10.3652,16.2119,13.8136,9.8841,21.6887,18.0244,11.5030,6.6125,13.1288,7.6986,7.2625,17.4091,16.9180,24.1929,22.1962,9.1323
2014-08-22,9.4477,6.8462,13.9092,10.9892,7.4415,11.5913,10.7461,10.9913,10.0895,14.3672,13.8769,21.7382,14.3252,10.5756,16.8426,14.0842,10.2358,22.1750,18.3107,11.7815,6.5613,12.9296,7.9122,7.3146,18.0492,17.6278,25.3140,23.9105,9.4034
2014-08-29,9.3792,6.6190,13.7110,10.8264,7.5347,11.4469,10.1843,10.7282,9.9930,14.0955,13.6227,21.7366,14.1417,10.2903,16.5458,13.8107,10.2415,21.8750,18.1909,11.5884,6.5013,12.7119,7.7460,7.1468,17.9599,17.2812,25.0384,22.9507,9.2683
2014-09-05,9.7408,6.9410,14.4898,11.5229,7.9238,12.0664,10.7796,11.2713,10.5818,14.8750,14.6967,24.1037,14.6270,10.8520,17.3832,14.6676,10.8351,22.8134,19.0089,12.1584,6.7425,13.3619,8.1732,7.6826,18.8983,18.4461,26.3354,24.3847,9.7077
2014-09-12,9.9021,6.9779,14.6019,11.8623,8.3224,12.5388,10.9777,11.8932,10.8895,15.3371,15.2018,25.1262,14.9489,11.0740,17.8042,14.9025,11.2305,23.4335,18.9634,12.0816,6.6388,13.1635,8.3822,7.8980,19.1190,18.8913,26.7875,25.2439,9.8257
2014-09-19,9.7841,7.1328,14.4195,11.7514,8.2838,12.5444,10.9152,12.0991,10.6126,15.4050,15.3435,25.3787,14.8034,11.2653,18.0513,14.8427,11.2558,23.5811,18.8310,12.1922,6.6925,12.8219,8.4546,7.9367,18.6454,18.5217,26.9982,25.3589,10.1880
2014-09-26,10.0738,7.2305,14.6322,11.8208,8.4087,12.8441,11.1770,12.3100,10.7338,15.7281,15.3573,27.8231,15.1641,11.2059,18.6994,14.9413,11.4228,23.5653,18.8817,12.5442,6.6363,13.2365,8.6055,8.0885,18.9332,19.1565,27.5781,25.8070,10.3431
2014-09-30,10.1362,7.4408,14.8038,11.8840,8.4245,13.1034,11.3172,12.6019,10.9130,16.0521,15.5530,27.7023,15.4957,11.3921,18.8377,15.0813,11.5999,23.9046,19.1259,12.7364,6.6831,13.4481,8.7684,8.2128,19.3561,19.6962,28.4402,26.3609,10.5377
2014-10-10,11.3820,7.5195,14.6647,12.0519,8.4627,13.3372,11.3991,12.8481,11.0872,15.8979,15.6438,28.0341,15.2102,11.3763,18.3558,15.3337,11.6831,24.5719,19.1263,12.7595,6.6869,13.4529,8.9422,8.2463,19.1741,19.6656,27.8888,26.7134,10.7894
