日期,CS石油石化,CS煤炭,CS有色金属,CS电力及公用事业,CS钢铁,CS基础化工,CS建筑,CS建材,CS轻工制造,CS机械,CS电力设备,CS国防军工,CS汽车,CS商贸零售,CS餐饮旅游,CS家电,CS纺织服装,CS医药,CS食品饮料,CS农林牧渔,CS银行,CS非银行金融,CS房地产,CS交通运输,CS电子元器件,CS通信,CS计算机,CS传媒,CS综合
2011-04-08,28.8197,24.3733,29.7759,15.6984,11.1557,19.7518,22.5227,21.8337,15.2389,24.3776,26.4374,22.3600,17.6383,17.1333,17.1290,17.7797,16.6829,25.5753,31.6070,18.7439,10.4169,18.3886,10.1965,9.6472,26.6370,23.5653,30.1106,26.9531,10.0621
2011-04-15,27.9897,24.0459,28.7756,15.9290,11.2805,19.7876,22.2141,21.0865,16.2972,23.9590,25.9456,22.0163,17.2673,17.0051,17.3274,17.5872,16.8257,25.8375,31.4486,18.9591,10.6300,18.6195,10.1272,9.6473,25.8508,23.3035,29.7915,25.2522,10.1598
2011-04-22,25.5494,23.8113,28.2371,16.0092,11.4895,19.3976,22.2911,21.0938,16.4428,23.7565,25.2297,21.9979,17.1902,17.1629,17.6458,17.1887,17.0720,25.6987,31.3568,17.9535,10.2038,18.0776,10.0647,9.6628,24.8445,21.7003,28.4368,25.3241,10.0272
2011-04-29,22.9418,22.8992,26.0533,14.8645,10.5036,17.4753,20.5600,19.7972,15.0214,20.8052,22.8417,19.9658,16.0019,16.2371,15.7852,15.5656,15.8866,22.8644,30.7165,16.7251,10.1113,17.7100,9.3972,9.1514,22.2505,19.4727,25.7223,22.9644,9.5014
2011-05-06,21.2134,21.2389,25.0618,15.1260,10.3642,17.5135,21.3134,19.6337,15.0813,20.3682,21.7270,21.7635,15.6663,16.2466,15.1375,15.7076,16.1528,22.6663,31.3698,16.9706,8.9644,17.1243,9.4921,8.9614,21.9220,19.0765,26.0183,24.2237,9.8795
2011-05-13,21.5341,22.1350,24.4868,15.2434,10.3002,17.5820,20.0851,19.6051,14.9750,19.8291,21.7205,21.5335,15.3851,16.2377,14.5006,15.3603,16.4712,22.5462,28.7547,16.9473,8.9550,17.4162,9.7888,9.0306,21.6231,18.6675,24.7790,21.2000,10.0667
2011-05-20,21.4844,21.7882,24.2150,14.4177,9.9607,17.0511,18.7581,18.6847,14.7089,19.0859,20.6790,21.6429,14.7412,16.1751,14.2759,15.5828,16.3967,22.0842,29.0721,16.7405,9.0869,17.2076,9.7628,8.6817,20.0879,18.4096,24.1381,19.6070,9.8802
2011-05-27,17.3191,20.7397,21.5398,12.7367,8.8174,15.2732,16.8691,16.7156,13.5602,16.9979,18.9676,20.0206,13.2222,14.4733,12.9559,13.8731,14.7121,19.3453,26.3847,15.5453,8.6863,16.4224,8.9360,7.9114,17.9388,16.8638,21.7283,17.2563,9.1043
2011-06-03,17.4975,21.2745,21.8417,12.8672,8.8916,15.6767,17.3346,17.1329,13.8455,17.3687,19.5051,20.6382,13.4395,14.6901,13.0656,14.0410,14.6970,19.7883,27.2262,15.8573,8.2175,16.3800,8.8498,7.9787,18.4133,16.7259,21.8032,17.4097,9.2562
2011-06-10,16.6597,20.8182,21.9212,12.6923,8.8849,15.4629,17.0040,16.6926,13.3811,17.1438,18.8552,21.1535,13.2454,14.5020,12.9481,13.6582,14.6021,19.5990,27.0698,15.4926,8.0444,16.1133,8.9345,7.8137,17.2822,16.4503,21.2111,17.0310,9.3326
2011-06-17,15.5447,20.2687,20.8367,12.1734,8.8005,14.8749,16.3492,16.1781,13.1327,16.6221,17.9148,19.7829,12.7523,13.9575,12.4091,13.2574,14.1606,18.8947,26.0803,15.0166,7.7975,15.6462,8.6194,7.3172,16.7072,15.9186,20.1256,16.4155,9.0402
2011-06-24,16.2669,21.4471,21.5126,12.6000,9.2300,15.4838,17.5069,17.3899,13.6123,17.3683,18.2819,20.7088,13.4004,14.3286,12.9516,14.0469,14.5684,19.3536,27.0167,15.4028,8.1875,16.8457,8.9492,7.5914,17.4160,16.3194,21.0083,17.0048,9.2840
2011-07-01,16.5022,21.6997,22.3418,12.7022,9.2849,15.8731,18.0377,17.2658,13.8570,17.7415,18.6231,21.1347,13.9422,14.4516,13.1888,14.2438,14.9578,19.8275,27.3931,15.8221,8.0075,16.9881,9.1505,7.6665,17.7625,16.4936,21.5349,17.1652,9.5748
2011-07-08,17.3566,20.9024,23.3195,13.1638,9.5802,16.6474,19.0827,17.7259,14.3368,18.4327,19.4028,21.7029,14.4073,14.9127,13.6706,14.5041,15.3286,20.5037,28.3810,16.0751,8.2113,17.1352,9.3609,8.1496,18.5809,17.0368,22.2300,18.1852,9.8529
2011-07-15,17.7988,21.2984,23.9621,13.4581,9.8726,17.5341,19.9106,18.5499,14.8277,18.9051,19.9209,22.1688,14.7798,15.3638,14.1163,14.9882,15.8797,21.3053,29.2276,16.8070,8.2131,16.8148,9.3385,8.3823,19.2665,17.6501,22.8932,18.9961,10.0976
2011-07-22,17.7253,20.8750,23.1294,13.1640,9.4381,17.2798,19.5558,18.0254,14.6525,18.4809,19.5968,22.5659,14.4112,15.3271,14.0525,14.4072,15.6605,21.1311,29.9472,16.6349,7.9219,16.5243,9.2254,8.1443,18.9246,17.4619,22.5598,18.4300,9.9419
2011-07-29,17.4200,20.3384,22.5517,12.8420,9.1709,16.8871,19.5535,17.1604,14.3981,17.8343,18.8390,21.5247,14.0266,14.8943,13.9309,14.4815,15.5035,21.0181,29.5866,16.1790,7.8106,15.8943,8.9179,7.8818,18.6439,17.0361,22.5258,18.2019,9.6743
2011-08-05,17.5075,20.5429,22.1482,12.7644,8.8335,16.6709,19.9429,17.1996,14.1937,17.7878,18.9477,21.1535,13.8269,14.8325,13.7572,14.2250,15.3638,20.8837,29.5139,16.2486,7.4838,14.8109,8.7857,7.7014,18.3176,16.8609,22.3535,18.1077,9.4719
2011-08-12,17.3913,19.7642,21.8965,12.5514,8.5944,16.3726,19.8538,16.8936,14.0995,17.5094,18.6433,21.3247,13.3950,15.1179,13.8625,13.8765,15.3081,21.0233,30.6731,16.7043,7.4706,14.8227,8.8304,7.5247,18.3288,16.8135,22.4218,18.3200,9.3257
2011-08-19,16.9072,18.9563,21.5747,12.3510,8.3670,16.3945,19.1708,16.3294,13.9300,17.1629,18.1272,20.6229,13.0627,14.8256,13.7622,13.5555,15.0816,20.6982,29.9927,16.1121,7.4719,14.5123,8.6623,7.3329,18.2376,16.4083,22.4025,18.3339,9.3386
2011-08-26,17.7403,19.7171,22.1689,12.7636,8.6886,17.0940,19.8740,16.9504,13.5814,17.8321,18.8381,21.0453,13.5356,15.0545,14.2794,14.1473,15.4587,21.4067,30.1410,16.5605,7.8750,15.4959,8.9259,7.6286,18.9960,17.1586,23.3997,18.9239,9.8102
2011-09-02,16.8488,18.8897,21.1941,12.1899,8.4939,16.4266,18.9704,16.1715,13.4595,17.5096,17.6789,19.0406,13.5831,14.5805,13.9491,13.9895,14.9965,20.7849,29.2795,15.7700,7.6044,14.4474,8.5661,7.3341,18.3065,17.0497,22.4612,19.9822,9.4471
2011-09-09,16.3250,18.4134,20.8639,11.9193,8.4425,15.9985,17.7510,15.3781,13.3654,17.1753,17.0534,18.5119,13.1850,14.2539,13.6859,14.3217,14.7536,20.2903,28.4946,15.5836,7.6088,14.4430,8.4242,7.1911,17.7564,15.9461,21.5239,19.0184,9.2964
2011-09-16,16.5497,18.4276,20.6436,12.0018,8.4800,16.0511,17.9152,15.5367,13.0266,16.8559,16.9004,18.5238,13.0425,14.1138,13.5519,14.0188,14.7265,20.0343,28.2058,15.3876,7.5744,14.6217,8.4166,7.1814,17.6834,16.0040,21.4057,18.9088,9.4421
2011-09-23,16.2134,18.2413,19.9743,11.4110,8.2568,15.5171,17.2264,15.1447,12.5746,16.5125,16.5352,18.4838,12.7617,13.7086,13.3272,13.6300,14.2472,19.2972,27.2912,15.1365,7.3988,14.4970,8.1188,7.0080,17.1948,15.7283,20.5471,18.3559,9.3317
2011-09-30,15.3516,17.3371,18.6346,10.8287,7.7573,14.0990,15.1896,13.8421,11.9073,15.5567,15.6259,16.8344,12.1893,12.8091,12.3053,12.7586,13.3749,18.2346,25.9959,14.0617,7.2319,13.5891,7.5730,6.6678,16.0576,14.6119,19.1712,17.6378,8.5886
2011-10-14,16.0831,16.8279,19.2419,11.2407,8.0214,14.7643,16.0151,15.0203,12.2754,16.1371,16.1517,16.9613,12.2983,13.1678,12.7750,13.0863,13.8183,18.9795,26.1305,14.5760,7.5350,14.6430,7.7624,6.8809,16.9091,15.1260,20.2529,19.0897,8.7862
2011-10-21,14.8869,15.3042,17.1403,10.4136,7.3136,13.4652,14.7540,13.7364,11.4732,14.9297,14.9625,15.6606,11.3328,12.3851,12.1222,12.0149,12.9350,17.5900,25.3110,13.6183,7.4663,13.5952,7.2066,6.4227,15.5097,14.0535,18.8017,17.7753,8.1593
2011-10-28,15.8172,16.9358,18.6760,11.5644,7.8489,14.3983,15.9283,15.0379,12.3037,16.2443,16.0599,16.7194,12.0983,13.3974,13.0038,13.0742,13.8815,19.0295,27.0617,14.6383,7.8844,14.5987,7.8148,6.9394,16.4415,14.9075,20.4281,20.8072,8.6307
2011-11-04,16.6006,17.1076,19.4273,11.8667,8.0555,14.8272,16.6075,15.4591,12.7725,16.9879,17.0789,17.2181,12.6932,13.8043,13.5328,13.8243,14.3040,19.8400,27.7512,15.5045,7.8963,14.9465,8.0283,7.0768,17.4031,16.0146,21.8487,21.2613,8.9069
2011-11-11,16.6870,17.1116,18.8899,11.7628,8.0629,14.7776,16.2389,15.0207,12.7568,16.8497,16.9195,17.6050,12.5147,13.3909,13.4791,13.6536,14.2740,19.9579,27.7014,15.3612,7.6881,14.3278,7.8435,6.9911,17.3614,16.0079,21.5995,21.6566,8.8671
2011-11-18,16.1055,16.5153,18.1612,11.7980,7.8742,14.6451,15.8306,14.6265,12.5207,16.7907,16.5845,17.6213,12.4665,13.1047,13.1147,13.3661,13.9233,19.9233,27.1225,15.2040,7.4494,13.7787,7.7070,6.8118,17.1955,15.7185,21.5705,21.1050,8.7821
2011-11-25,15.9827,15.8792,17.8969,11.6382,7.9109,14.4920,15.5257,14.3800,12.5275,16.4335,16.3942,16.7638,12.2304,12.9815,13.3781,13.1639,13.8342,19.7588,28.3058,15.2963,7.3956,13.4091,7.5705,6.7073,16.9146,15.4839,21.3700,21.5728,8.6779
2011-12-02,15.6252,15.7839,17.6828,11.3938,7.6400,14.1079,15.3292,13.6627,12.0854,15.8102,15.8203,16.2213,11.8175,12.6230,12.9291,12.8447,13.4992,19.6285,27.9810,14.9183,7.5275,13.1243,7.4247,6.5547,16.1407,14.7010,20.5354,20.0358,8.5881
2011-12-09,14.9724,15.3553,16.7391,10.9884,7.3716,13.5773,14.8130,13.0984,11.7061,15.3671,15.3154,15.5281,11.3534,12.0101,12.4122,12.4453,13.3876,18.8366,26.2839,14.4534,7.5225,12.8504,7.2842,6.3904,15.7329,14.4274,20.1380,19.9894,8.2195
2011-12-16,13.9827,14.0361,15.0819,10.4615,6.7887,12.6265,13.6802,12.0395,11.2127,14.4591,14.4930,14.3713,10.6765,11.4347,12.0103,11.7236,12.6344,17.9254,25.1695,13.5461,7.4463,11.7338,6.7418,6.0705,15.0863,13.7767,19.3621,19.8315,7.4529
2011-12-23,13.4079,13.7616,14.4428,10.2539,6.4022,12.1611,13.5519,11.6839,10.8932,13.9390,13.7855,14.0906,10.3278,11.1139,11.7725,11.4011,12.1391,17.3940,24.2590,13.0102,7.4350,11.8180,6.5288,5.9348,14.5718,13.4975,18.8931,19.5497,7.1881
2011-12-30,13.7641,13.6205,14.3284,9.8123,6.3529,11.7017,13.1204,11.4500,10.5134,13.4502,13.1782,13.9969,10.1578,10.9462,11.6031,11.2341,11.8105,16.7654,23.5025,12.7011,7.4394,11.8876,6.4319,5.7590,14.1564,13.0939,18.3275,18.5188,6.8074
2012-01-06,13.2424,12.9208,13.7281,9.1149,6.0456,10.9293,12.1723,10.6768,9.7029,12.3928,12.1740,13.1494,9.5841,10.3571,10.9084,10.5874,11.0330,15.4155,22.0315,11.6148,7.5269,11.6784,6.1252,5.5606,13.1792,11.9396,16.6627,17.4824,6.3595
2012-01-13,13.7450,14.4713,15.3801,9.2778,6.3602,11.2941,12.4900,11.1311,9.7719,12.6789,12.6410,13.8225,9.9048,10.6256,11.1528,10.8407,11.0936,15.6507,22.5921,12.0640,7.7088,12.2296,6.3950,5.7456,13.4498,12.2751,16.9698,17.5655,6.8300
2012-01-20,13.8985,15.0155,16.2946,9.1895,6.7772,11.4554,12.6896,11.5178,9.7590,12.8016,12.8497,13.9306,10.2221,10.8705,11.2650,10.9333,11.0178,15.5685,22.3708,12.0739,8.0744,13.1788,6.6354,5.9689,13.1693,12.0742,16.2924,16.3421,6.9721
2012-02-03,14.2853,15.0926,16.4064,9.4946,6.8196,11.9397,13.0689,11.6616,10.0800,13.2544,13.3612,14.4488,10.4164,11.0455,11.4988,11.2136,11.3704,16.0408,22.8375,12.5623,8.1169,13.0452,6.7437,5.9976,13.8349,12.6835,17.1519,17.1691,7.1774
2012-02-10,14.7474,15.6337,17.0590,9.7223,7.1143,12.3588,13.6343,12.1029,10.4846,13.6202,13.7815,14.7300,10.6025,11.3147,11.6916,11.5862,11.8158,16.4708,23.6897,12.8982,8.0413,13.0788,7.0589,6.0990,14.3436,13.1529,17.7368,18.6834,7.5731
2012-02-17,14.9394,15.6308,17.3434,10.0032,7.1817,12.6104,13.7980,12.3807,10.9285,13.9805,14.1804,15.2381,10.9511,11.5139,12.2122,11.9084,12.1328,16.8289,24.0274,13.1112,7.9400,13.1532,7.1928,6.2296,14.7881,13.9032,18.2974,19.6883,7.8162
2012-02-24,15.8724,16.6013,17.9891,10.3680,7.5039,13.2608,14.8737,13.1166,11.5352,14.7487,14.9654,16.0025,11.4344,11.9861,12.6172,12.6516,12.7396,17.6660,25.2272,13.6852,8.1125,13.9300,7.7688,6.4565,15.5100,14.9160,19.4182,20.9008,8.1567
2012-03-02,16.0788,16.6308,18.2400,10.5715,7.5938,13.3170,14.7979,13.1824,11.5717,14.8304,15.0199,16.1081,11.6150,12.0304,12.8075,12.9500,12.9205,17.6180,25.5487,13.9567,8.2138,14.2336,7.8615,6.5080,15.5585,14.9715,19.5642,20.6084,8.0532
2012-03-09,16.7800,16.7445,18.4706,10.6291,7.6727,13.5773,15.0964,13.4350,11.8462,15.2486,15.3667,16.4813,11.8467,12.2921,13.0616,13.1580,13.1337,17.6508,26.0877,14.0284,7.9525,14.4592,7.8763,6.5751,16.0927,15.4418,20.0150,21.5297,8.2107
2012-03-16,16.5679,16.0855,18.2343,10.3317,7.5171,13.4904,15.0365,13.1809,11.7377,14.8857,15.0309,15.8025,11.6879,12.3872,13.1853,12.6962,13.1943,18.0630,27.3303,14.1149,7.8106,14.3516,7.4712,6.4085,15.8297,15.3674,19.7960,21.7145,7.9515
2012-03-23,16.2324,15.8284,18.2067,10.0610,7.4216,13.0243,15.1098,12.9033,11.4843,14.3696,14.6060,15.2406,11.4398,11.8789,12.7034,12.4338,12.9041,17.4457,26.2641,13.7969,7.6919,13.7204,7.4184,6.2366,15.3993,14.7884,18.9179,20.7895,7.7922
2012-03-30,14.3994,14.5524,16.6569,9.3853,6.8418,11.9907,13.8998,11.5447,10.6635,13.3850,13.1989,14.2175,10.6543,11.1473,12.0753,11.0631,12.2085,16.2929,24.3069,12.6276,7.5800,13.2360,7.1526,5.9319,13.9541,13.5581,17.4181,19.2245,7.3005
2012-04-06,15.1321,15.1332,17.3103,9.8005,7.0724,12.3104,14.5746,12.0645,10.9653,13.8310,13.5331,14.5763,11.0084,11.5132,12.4784,11.3156,12.5756,16.7581,25.6790,13.1610,7.5919,14.0308,7.4428,6.1090,14.4820,14.1141,17.9002,20.1676,7.6385
2012-04-13,15.3935,15.6695,17.8321,9.8680,7.2833,12.5131,14.6316,12.4434,11.3287,14.2188,13.4943,15.1594,11.4011,11.8047,12.6706,11.6018,12.8162,17.2438,25.9572,13.4290,7.7150,14.7096,7.8574,6.3267,14.8117,14.3405,18.0494,20.2716,7.9437
2012-04-20,14.4876,15.9329,17.8764,9.9770,7.2413,12.6036,14.9402,12.6629,11.3747,14.5048,13.3998,14.7088,11.5164,11.8455,12.7897,11.7023,12.7110,17.5717,26.0005,13.4901,7.9006,16.0460,7.9833,6.4881,14.9865,14.3100,18.1424,20.4703,8.0100
2012-04-27,13.3750,16.0192,17.1704,9.9888,7.0002,11.9073,14.3146,12.2445,10.8277,13.8224,12.7665,14.6381,11.2216,11.7311,12.3809,11.2019,12.5001,16.6122,26.1002,12.7393,8.0031,15.6816,8.0384,6.2644,14.0599,13.2966,16.4218,17.6718,7.8549
2012-05-04,13.6494,16.7450,17.5377,10.3224,7.1007,12.1067,14.5767,12.5388,10.8490,14.1392,13.2376,14.8613,11.5150,11.9439,12.6565,11.3692,12.7602,17.2474,26.7502,12.4701,8.0869,16.5640,8.1073,6.4580,14.5962,13.5184,17.1986,18.3171,7.8388
2012-05-11,13.7970,16.1875,17.3141,10.2625,7.0285,11.8952,14.3884,12.3178,10.8103,13.9742,12.9097,14.7031,11.3115,11.5747,12.2748,11.2260,12.4786,17.1895,26.1239,12.2771,7.8388,15.8772,7.9383,6.3119,14.1020,13.3034,16.8697,18.0468,7.7665
2012-05-18,11.5430,15.4225,16.8877,10.3320,6.8489,11.5739,13.6114,11.5674,10.3056,13.1373,12.0522,13.7944,11.0899,11.3884,12.2539,11.2267,12.0894,16.5492,25.3861,11.8679,7.5800,16.5348,7.7364,6.4393,13.8614,12.9432,15.9543,17.4326,7.7112
2012-05-25,11.2961,15.4278,16.7517,9.9733,6.8333,11.3797,13.4952,11.2568,10.1062,12.8671,11.6197,13.3694,10.7091,11.0420,12.0335,10.9932,11.8898,16.3528,25.4248,11.6870,7.5138,16.1800,7.7337,6.1399,13.2592,12.4236,15.6964,16.8150,7.5328
2012-06-01,11.6482,15.0333,17.3165,10.4448,7.0372,11.4407,14.4142,11.4796,10.2152,13.1186,11.5592,13.6219,10.9087,11.2801,12.3226,10.7537,12.0661,16.6365,25.7507,11.9659,7.5338,16.9100,7.9643,6.2878,13.6139,12.3588,15.7750,16.9067,7.6809
2012-06-08,11.0239,13.8555,16.1772,10.2744,6.5398,10.8904,12.8525,10.7028,9.6947,12.4336,10.9075,12.9788,10.2535,10.7635,11.8465,10.3263,11.5867,16.2673,24.8369,11.2960,7.1656,15.3584,7.5799,5.9778,12.7300,11.6677,14.8912,16.5914,7.3856
2012-06-15,11.2197,13.6523,16.4127,10.3859,6.5654,11.0947,13.0388,10.9049,9.8344,12.5461,11.1181,13.4075,10.5602,11.0687,12.3177,10.3837,11.9780,17.3306,24.9787,11.2483,7.3156,16.3148,7.7075,6.0055,12.8634,11.8032,15.0369,16.3381,7.6070
2012-06-21,11.1682,13.1183,16.0086,10.1427,6.4248,10.7633,12.6611,10.7645,9.7741,12.1900,11.0761,12.7713,10.3473,10.9870,12.1490,10.2515,11.8317,17.3253,24.3130,10.8395,7.2313,15.5372,7.5719,5.9913,12.8205,11.8904,15.2017,16.5857,7.5674
2012-06-29,11.1745,12.3605,15.2119,9.8648,6.1039,10.4811,12.4167,10.2373,9.5659,11.6978,10.5117,11.9263,9.9445,10.6268,11.9916,9.9702,11.5315,17.4685,24.3538,10.6165,7.2413,15.4496,7.3353,5.9368,12.6134,11.3699,14.9367,15.9421,7.2023
2012-07-06,11.3630,12.5780,15.1371,10.1283,6.0552,10.5935,12.5289,10.2405,9.5059,11.9466,10.3456,11.8194,9.8954,10.6106,12.3939,9.7831,11.4101,17.9722,25.8682,10.8862,7.1900,14.6968,7.4102,5.7743,12.7243,11.4713,14.9391,16.3369,7.0360
2012-07-13,10.9130,12.6558,14.9906,9.8840,5.8291,10.3165,12.4388,9.9214,9.3037,11.3593,10.0227,11.3938,9.5775,10.2819,12.5684,9.2581,10.8774,17.8773,26.0066,10.9301,6.8506,14.4832,7.1352,5.6643,12.1848,11.0176,14.2524,15.9605,6.8898
2012-07-20,11.0009,12.1518,14.6327,9.5480,5.7474,10.1903,12.2322,9.7689,9.1836,10.9061,9.7086,11.3494,9.3192,10.1258,12.3184,8.9637,10.8858,17.4220,24.4495,10.6904,6.7806,14.8720,6.9615,5.5809,11.8734,10.6540,13.9008,15.4740,6.9574
2012-07-27,10.5533,12.1015,14.1982,9.3795,5.6515,10.0783,11.8389,9.6405,8.9000,10.8208,9.6491,10.9869,9.1337,9.9155,11.8823,8.9530,10.6312,16.8004,23.8661,10.3325,6.7319,14.3772,6.7170,5.5157,11.7806,10.6503,13.7849,15.8040,6.7258
2012-08-03,10.4985,11.8128,13.8604,9.4382,5.5817,10.0494,11.8592,9.7538,8.8125,10.6616,9.4506,10.5488,9.0035,9.7318,11.9068,8.7506,10.5634,17.2320,23.5567,10.0996,6.9006,14.1076,6.5119,5.4506,11.8145,10.5160,13.9579,15.8826,6.7347
2012-08-10,11.1670,12.2015,14.6695,9.7049,5.8463,10.5244,12.8014,10.0578,9.1558,11.1784,9.9177,11.1425,9.3131,10.1009,12.2077,9.1140,10.9749,17.8990,24.2136,10.5849,6.9400,14.1900,6.7987,5.6205,12.7669,11.1133,14.5865,16.3986,7.1070
2012-08-17,10.8736,11.8228,14.2510,9.4593,5.7470,10.3415,12.2892,9.7683,8.9013,10.9041,9.7243,10.8888,9.0177,9.9171,11.8952,8.8768,10.6807,17.2839,22.8731,10.2337,6.8363,13.0444,6.5845,5.4576,12.4402,10.8827,14.2736,15.9556,6.9523
2012-08-24,10.8991,11.4963,14.2308,9.5430,5.8072,10.4303,12.0420,9.7645,8.9411,10.9328,9.7469,11.0431,8.9946,9.8326,11.9113,8.9255,10.4701,17.6713,22.8066,10.1523,6.6819,12.8756,6.5181,5.5463,12.8373,11.1733,14.6668,16.0614,7.0167
2012-08-31,10.4515,10.9283,13.2970,9.3156,5.6374,10.0668,11.5817,9.3761,8.6838,10.6739,9.4860,10.6325,8.8361,9.5125,11.5613,8.6725,9.8928,17.0280,21.5562,9.6889,6.7369,12.5936,6.3406,5.3770,12.6110,10.9094,14.5340,15.7212,6.9974
2012-09-07,11.2641,11.6910,14.3307,9.8636,5.8583,10.7233,12.4966,10.1738,9.1113,11.2983,10.1274,11.4800,9.3039,9.9873,12.1939,9.2525,10.3782,17.8516,23.0233,10.3138,6.7213,13.6948,6.6839,5.6781,13.5294,11.7837,15.6060,16.8363,7.5037
2012-09-14,11.2300,11.8315,14.6638,9.6601,6.0250,10.6309,12.3003,10.2668,9.0056,11.3490,10.0416,12.4031,9.3878,10.0635,12.1668,9.1204,10.4283,17.7389,22.9151,10.2490,6.6681,13.4856,6.6871,5.5880,13.3155,11.6708,15.5276,16.5386,7.4305
2012-09-21,10.3024,11.0350,14.1238,8.9395,5.5735,9.9432,11.5433,9.5445,8.5677,10.4946,9.3902,10.8663,8.6932,9.6415,11.5558,8.5542,9.7028,16.7169,21.4384,9.6600,6.3238,12.6788,6.3349,5.2765,12.2002,10.9365,14.4484,15.3844,7.0668
2012-09-28,10.4124,11.7968,14.4186,9.2364,5.6557,9.9308,12.0622,9.7799,8.5550,10.4425,9.4372,10.8594,8.7560,9.7737,11.5626,8.5951,9.7495,16.7824,22.3829,9.7617,6.4569,13.7348,6.4740,5.2892,12.2509,10.9984,14.2720,15.5109,7.0387
2012-10-12,10.0280,11.6810,13.9644,9.3889,5.8844,10.3094,12.1105,9.9158,9.0892,10.6245,9.6679,11.4019,8.9058,9.7837,11.5913,8.8660,10.0190,17.3425,22.4638,9.8143,6.5669,13.7120,6.5117,5.3323,12.2792,10.9771,14.5453,15.3915,7.1506
2012-10-19,10.1378,11.6698,13.8290,9.4793,5.9865,10.3212,12.1568,10.1983,9.1797,10.7280,9.7727,11.6015,8.9775,9.8425,11.5919,8.9432,10.0620,17.7369,23.3556,9.8880,6.6538,13.8384,6.7047,5.4124,12.4138,11.0275,14.5824,15.4041,7.2434
2012-10-26,9.8605,10.9346,13.1073,9.2512,5.7681,9.8466,11.5543,9.6991,8.7484,10.2493,9.4023,11.0835,8.6726,9.4137,11.2131,8.5513,9.5784,16.9858,22.2955,9.4585,6.4994,13.0372,6.5362,5.2651,11.8544,10.6864,13.7960,15.0239,7.0813
2012-11-02,9.9983,11.2483,13.3314,9.4352,5.8838,10.0558,11.9009,10.0229,9.0338,10.4989,9.6462,11.2515,8.8651,9.5543,11.4528,8.7577,9.7057,17.5601,22.8336,9.3618,6.7238,13.3684,7.0147,5.4290,12.1205,10.7947,14.0381,15.4863,7.2853
2012-11-09,9.5158,10.8361,12.9039,9.1344,5.6033,9.6220,11.3609,9.6300,8.7442,10.0977,9.3600,11.0408,8.7345,9.2546,11.0616,8.4577,9.2659,16.9085,21.8272,9.0572,6.6206,12.6028,6.7384,5.2553,11.5934,10.3441,13.4272,14.8357,7.1456
2012-11-16,9.2538,10.3002,12.5270,9.0392,5.3702,9.3140,11.1262,9.2646,8.4236,9.8787,9.0091,10.5769,8.5054,8.8499,10.6784,8.2409,8.9438,16.4186,20.7805,8.7406,6.5138,12.0556,6.4486,5.1388,11.1450,9.8364,12.9745,14.2380,6.8878
2012-11-23,9.3228,10.3978,12.5929,9.0003,5.4065,9.4616,11.0457,9.3655,8.5709,9.9900,9.0864,10.4523,8.6050,8.8170,10.6003,8.3091,8.9041,16.2240,20.2063,9.0029,6.6206,12.2484,6.5131,5.1912,11.2035,9.9030,12.9133,14.1063,6.9756
2012-11-30,8.5923,9.7956,11.6355,8.3566,5.1069,8.6430,10.4655,8.7528,7.8692,9.1505,8.3752,9.6823,8.0954,8.2620,9.9466,7.7615,8.1509,15.3635,18.8366,8.1641,6.5644,11.0684,6.2345,4.9074,10.3157,9.0221,11.9122,12.7957,6.5731
2012-12-07,9.0860,10.1502,12.0784,8.7822,5.3160,9.0012,11.3525,9.4020,8.1948,9.6211,8.6799,10.0788,8.4808,8.5402,10.1225,8.0313,8.5748,15.7649,18.5419,8.6678,7.0619,12.1540,6.5763,5.1336,10.7247,9.4286,12.4444,13.2285,6.7828
2012-12-14,9.3150,10.6271,12.5994,9.0617,5.5644,9.3904,11.8702,9.8525,8.5522,10.0015,9.0109,10.5038,8.7580,8.8857,10.5266,8.4228,8.9133,16.0425,19.2305,9.1059,7.6419,12.9992,6.9221,5.3327,11.1601,9.7829,12.8536,13.6593,7.0013
2012-12-21,9.4178,11.1483,13.1340,9.2238,5.6731,9.6634,11.8822,10.0905,8.6180,10.2912,9.2613,10.6912,9.0340,9.0478,10.5663,8.6851,9.1281,16.2883,19.9123,9.1421,7.5825,13.4284,6.8219,5.4055,11.5029,10.1068,13.3345,14.1204,6.9966
2012-12-28,9.7918,11.4734,13.6786,9.7238,5.9352,10.2561,12.6197,10.5132,9.1783,10.8318,9.6849,11.4642,9.5170,9.4923,11.0609,9.1045,9.6470,17.1815,20.8617,9.4334,7.9381,14.2304,7.3371,5.6357,12.1888,10.6045,14.1465,15.1620,7.4281
2013-01-04,9.9500,11.5346,13.8973,9.7698,6.0248,10.3476,12.5917,10.6387,9.1956,10.8691,9.7874,11.5512,9.5421,9.6348,11.4762,9.1296,9.6629,17.0069,20.5758,9.4107,8.1750,14.6392,7.4559,5.6663,12.1828,10.6685,14.1435,15.3323,7.4570
2013-01-11,10.1540,11.4388,13.6049,9.8243,6.0644,10.4524,12.5106,10.7244,9.2508,10.9795,9.9997,12.8312,9.5490,9.5900,11.7262,9.1919,9.7144,17.5958,21.1411,9.5863,7.9413,13.8476,7.3139,5.6276,12.5426,11.6960,14.8625,15.5279,7.5512
