日期,CS石油石化,CS煤炭,CS有色金属,CS电力及公用事业,CS钢铁,CS基础化工,CS建筑,CS建材,CS轻工制造,CS机械,CS电力设备,CS国防军工,CS汽车,CS商贸零售,CS餐饮旅游,CS家电,CS纺织服装,CS医药,CS食品饮料,CS农林牧渔,CS银行,CS非银行金融,CS房地产,CS交通运输,CS电子元器件,CS通信,CS计算机,CS传媒,CS综合,全部A股
2014-04-25,6.9278,7.1723,6.9587,5.6045,3.2307,8.0780,4.3597,8.2931,6.7889,7.3476,8.6042,9.2305,9.6124,8.6558,10.8018,10.0582,6.4768,17.7608,19.0219,8.6096,3.5944,12.2728,6.2309,3.9739,10.6135,8.2066,15.8370,17.3999,6.9168,6.4873
2014-04-30,6.8751,7.1670,6.9121,5.5568,3.1807,7.9156,4.3591,8.3043,6.7338,7.1903,8.4400,8.9220,9.5427,8.6001,10.7194,9.7635,6.4209,17.6396,19.0801,8.4250,3.5855,12.2644,6.0953,4.0040,10.5788,8.2208,15.5298,17.3198,6.8397,6.4429
2014-05-09,6.7436,7.4005,7.1550,5.5311,3.2144,7.7791,4.3473,8.2406,6.6448,7.3626,8.1246,8.8900,9.4652,8.3693,12.6601,9.5342,6.2959,17.4964,18.7519,8.2850,3.5578,12.3582,5.8157,3.9541,10.7065,8.2861,15.1849,17.0372,6.6192,6.3891
2014-05-16,6.8427,7.5648,7.2081,5.5436,3.2558,7.7750,4.3568,8.2802,6.5801,7.3020,8.0795,9.1331,9.4609,8.3913,12.7375,9.4756,6.3173,17.1545,18.3780,8.3634,3.5950,12.3115,5.9080,4.0167,10.5688,8.2336,14.8954,16.8440,6.7237,6.4134
2014-05-23,6.8771,7.3246,7.1718,5.5886,3.2564,7.8185,4.3659,8.2613,6.4136,7.2752,8.2089,9.0475,9.5932,8.4504,12.8646,9.5270,6.3395,17.2739,18.1524,8.3727,3.6151,12.3212,5.9019,3.9872,10.5385,8.4059,15.7884,16.9302,6.7314,6.4442
2014-05-30,6.8603,7.2597,7.2020,5.5525,3.2790,7.7904,4.3706,8.2978,6.4625,7.2597,8.2886,9.2345,9.7393,8.4991,12.9147,9.7197,6.4015,17.4257,18.2606,8.3748,3.6253,12.3683,5.8813,3.9555,10.4984,8.5822,16.3393,16.4205,6.7256,6.4700
2014-06-06,6.7597,7.2244,7.1122,5.5677,3.2452,7.7727,4.3438,8.1773,6.4334,7.2294,8.2188,9.8946,9.6060,8.3976,12.5918,9.6056,6.3609,17.3667,17.9813,8.2726,3.6445,12.3147,5.7872,3.9979,10.5031,8.4195,15.9321,17.0617,6.6955,6.4539
2014-06-13,6.8511,7.2886,7.2527,5.6316,3.2823,7.9486,4.4043,8.2849,6.4518,7.3799,8.3973,10.3580,9.8807,8.4710,12.6892,9.6954,6.4485,17.6038,18.2338,8.3596,3.7511,12.5952,5.8273,4.0358,10.6742,8.5411,16.3806,17.3696,6.8043,6.5753
2014-06-20,6.8286,7.1947,7.1883,5.5214,3.2493,7.6580,4.2206,7.9546,6.2853,7.1898,8.1948,10.1939,9.6704,8.1374,12.3339,9.2829,6.2556,16.9639,17.6881,8.1437,3.6326,12.2887,5.6873,3.9066,10.3599,8.4496,15.6282,16.5214,6.6194,6.4061
2014-06-27,6.8665,7.2655,7.3184,5.5716,3.3542,7.9117,4.2809,8.1304,6.5204,7.3873,8.3674,10.8985,9.9274,8.2669,12.8780,9.4459,6.4427,17.3895,18.0121,8.3407,3.5417,12.1484,5.8142,3.8982,10.6277,8.8101,16.0491,16.7720,7.0437,6.4758
2014-07-04,6.8250,7.3907,7.5138,5.6515,3.3650,8.0772,4.3178,8.3431,6.6108,7.6409,8.6080,11.4409,10.7128,8.4638,13.0958,9.5173,6.6330,17.7909,18.0913,8.5576,3.5289,12.3857,5.9330,3.9913,10.8097,9.0178,16.4822,16.9027,7.1695,6.5859
2014-07-11,6.7775,7.3401,7.5444,5.6904,3.4297,8.0172,4.3471,8.3324,6.5709,7.7145,8.6509,12.1671,10.7967,8.3770,12.8078,9.3966,6.6740,17.6004,17.7472,8.4476,3.4772,11.9542,5.9994,3.9676,10.5298,8.9877,16.0446,16.3563,7.1239,6.5453
2014-07-18,6.7966,7.1496,7.6420,5.7623,3.4775,8.0615,4.3920,8.5249,6.5812,7.6527,8.6705,11.2873,10.8691,8.4292,13.0117,9.5237,6.6967,17.4648,18.4766,8.6421,3.4678,12.0672,6.1533,4.0336,10.4521,8.7471,15.6034,15.6569,7.1844,6.5585
2014-07-25,6.9475,7.6631,8.1601,5.8489,3.5826,8.2374,4.5335,8.7448,6.5211,7.7811,8.7674,11.3924,11.3826,8.5785,12.9045,9.8129,6.7807,17.4663,18.7946,8.8079,3.5927,12.8516,6.4349,4.1229,10.4094,8.7086,15.5555,15.5282,7.3373,6.7306
2014-08-01,7.1513,8.1179,8.4236,5.9213,3.6974,8.4922,4.6089,8.8331,6.7227,7.9445,8.9487,12.1406,11.5233,8.8679,13.4372,10.0745,6.7800,18.2090,19.4166,9.0160,3.7347,13.3855,6.4678,4.1635,10.7949,8.8307,15.9929,16.0012,7.4724,6.9324
2014-08-08,7.1625,8.0798,8.8346,5.9672,3.8884,8.6846,4.6570,9.0049,6.9888,8.1181,9.2360,12.4606,11.7306,8.9975,13.8985,10.0447,6.9393,18.2920,19.4441,9.0773,3.6791,13.3837,6.4834,4.2244,11.1594,9.0420,16.5915,16.5940,7.5630,7.0049
2014-08-15,7.2090,8.1892,8.7794,6.0949,3.9071,8.9377,4.7589,9.1793,7.1812,8.3181,9.4791,12.5176,12.1700,9.2544,14.3019,10.2529,6.9762,18.5681,19.6027,9.4142,3.6858,13.5438,6.6381,4.3237,11.6299,9.2411,16.9431,16.8280,7.6590,7.1245
2014-08-22,7.2021,8.1372,8.8512,6.2475,4.0065,9.0964,4.8471,9.2474,7.3310,8.4860,9.7252,12.8902,12.0961,9.4719,15.0385,10.4050,7.1767,18.8774,19.7256,9.5627,3.6587,13.3049,6.7883,4.4026,11.9260,9.4749,17.4844,18.3097,7.7866,7.2036
2014-08-29,7.2927,7.9579,8.5825,6.2403,3.9163,8.9012,4.7440,9.0726,7.2848,8.4282,9.5717,13.0476,11.6118,9.2444,14.8120,10.1566,7.1042,18.5171,19.5550,9.3953,3.6106,13.1036,6.6327,4.3292,11.7914,9.2500,17.4121,17.6357,7.6939,7.1040
2014-09-05,7.5255,8.3459,9.0443,6.6110,4.0729,9.3442,4.9821,9.4756,7.6830,8.9784,10.2617,14.5468,12.2738,9.7338,15.8522,10.6171,7.5338,19.2660,20.4802,9.7391,3.7635,13.8299,6.9713,4.7397,12.3040,9.8034,18.0540,18.4964,7.9661,7.4664
2014-09-12,7.4660,8.2854,9.0428,6.7390,4.1713,9.6335,5.1013,9.6502,7.7934,9.2648,10.4700,15.1560,12.4073,9.9709,16.2404,10.7495,7.8134,19.4937,20.1597,10.0376,3.7171,13.5838,7.0475,4.8305,12.3527,9.9497,18.4355,18.8150,8.0316,7.5225
2014-09-19,7.3034,8.3520,8.9354,6.7999,4.1999,9.6555,5.1312,9.6113,7.7795,9.2719,10.3707,14.8474,12.2050,10.0718,16.4260,10.8151,7.8886,19.6139,19.9336,10.2435,3.7282,13.1206,7.1766,4.8563,12.1868,9.8760,18.4182,18.3289,8.3210,7.5046
2014-09-26,7.2051,8.4331,8.9943,6.7643,4.2168,9.8355,5.2693,9.7467,7.9468,9.5004,10.8164,15.4992,12.3663,10.0185,16.5788,10.8082,8.0232,19.7393,19.9160,10.6132,3.6991,13.3730,7.2266,4.9331,12.3002,10.2375,18.7818,18.5391,8.4310,7.5739
2014-09-30,7.2112,8.5729,9.0752,6.8466,3.9712,10.0127,5.3360,9.8576,8.0717,9.6517,10.9252,15.7117,13.0051,10.2100,16.2824,10.7172,8.2005,20.2008,20.0273,10.6155,3.6983,13.4048,7.2969,4.9806,12.5695,10.4410,19.4305,18.8489,8.5715,7.6482
2014-10-10,7.2056,8.5914,9.0081,6.8275,4.0390,10.2058,5.4066,10.0085,8.2844,9.7580,11.0720,16.1214,13.0786,10.2149,15.8522,10.9799,8.3178,20.6966,19.9602,10.6480,3.6936,13.2668,7.4508,5.0226,12.5226,10.4769,19.2766,19.0188,8.7770,7.7058
2014-10-17,7.0691,8.3085,8.7727,6.6641,4.0308,10.0434,5.2931,9.7438,8.0195,9.6994,10.6742,15.7151,12.8892,9.9282,15.7989,10.7688,8.1672,20.6965,19.7080,10.2615,3.6773,13.4121,7.2878,4.9131,12.2173,10.0832,18.7062,18.5661,8.6817,7.5868
2014-10-24,6.9472,8.0486,8.4960,6.5699,3.8476,9.8022,5.1578,9.5259,7.7598,9.5389,10.3565,15.2413,12.6321,9.7899,15.5152,10.5689,8.0276,20.0902,19.1178,10.1232,3.6648,13.0467,7.0575,4.8712,12.0383,9.9847,18.6070,18.2631,8.4661,7.4430
2014-10-31,7.2024,8.4435,8.9167,7.0754,4.1635,10.1884,5.6236,10.1303,8.1193,9.9898,10.8965,15.7717,13.2367,10.3125,16.2804,11.0335,8.4270,20.7277,19.4029,10.4050,3.8554,13.8527,7.4772,5.2911,12.3835,10.2598,19.2697,18.6605,8.8183,7.8074
2014-11-07,7.1132,8.3231,8.7829,7.1428,4.2044,10.2403,5.8445,10.1773,8.1027,10.1912,11.1008,15.5821,13.1041,10.2242,16.4948,11.1435,8.4061,20.3519,18.8700,10.4179,3.7813,14.2080,7.5141,5.4376,12.3094,10.2548,19.4693,18.5334,8.8829,7.7970
2014-11-14,7.1606,8.6404,8.9709,7.1425,4.3454,10.0673,5.8966,10.1608,7.8951,9.9346,10.7842,14.4934,13.1794,10.2021,16.4387,11.2004,8.2609,20.0525,19.7226,10.6329,4.0158,15.1223,7.6446,5.5544,11.9027,10.0615,18.7813,17.7880,8.8103,7.8867
2014-11-21,7.0903,8.4060,9.0351,7.2609,4.3536,10.4005,5.9607,10.3999,8.1555,10.1585,11.0245,14.5811,13.4731,10.5143,16.9661,11.2180,8.5822,20.3542,19.5149,10.8658,3.9191,15.5611,7.7632,5.6789,12.1462,10.3180,19.7210,18.9604,8.8896,7.9681
2014-11-28,7.4295,9.0398,9.6035,7.5259,4.6014,10.7354,6.4762,10.9686,8.3541,10.5979,11.3557,15.0722,13.9855,11.0485,17.4065,11.4853,8.9764,20.7598,19.9094,11.1485,4.4146,18.8248,8.6860,5.9861,12.5131,10.7171,20.9532,19.2099,9.6303,8.5244
2014-12-05,8.9371,10.1323,10.2143,7.8506,4.8133,10.6040,6.5106,10.9788,8.2950,10.7407,11.4843,16.8492,14.5341,11.2831,17.0000,12.1540,9.1713,20.9658,21.0290,11.1217,5.0283,23.6491,9.0039,6.1673,12.5612,10.9188,21.6305,19.4969,9.6365,9.1878
2014-12-12,8.2621,9.9050,10.4376,8.5260,5.3123,10.8239,7.4432,11.6400,8.3856,11.0624,11.7513,17.4788,14.8498,11.7825,17.2498,12.5199,9.3997,21.1983,21.7295,11.3438,4.6612,23.0473,9.3306,6.8446,12.6978,11.0884,21.2947,19.9567,10.0163,9.2336
2014-12-19,8.8784,10.4650,10.4519,8.9712,5.6643,10.6867,9.0221,11.5052,8.2051,11.2771,11.8074,17.9859,14.6776,11.7543,17.3789,12.4131,9.3579,20.7262,21.4606,11.1157,5.0127,25.2874,9.3107,7.3833,12.3152,11.1680,21.5729,19.4094,9.9932,9.5912
2014-12-26,8.8774,10.5986,10.2854,9.1481,5.4701,10.6933,9.0743,11.5018,7.9903,11.0319,11.3008,17.1848,14.2852,11.7132,17.3735,12.4159,9.1354,20.2742,22.2143,10.9181,5.2863,27.3455,9.3753,6.9973,11.9482,10.8031,20.4910,19.1950,9.9218,9.6538
2014-12-31,9.3441,10.7129,10.1935,9.0567,5.4531,10.4151,9.2407,11.7382,7.7681,10.9513,11.2100,16.7661,14.1969,11.6022,17.0677,12.1314,8.8538,20.0272,22.3262,10.5428,5.6267,28.6690,10.1028,6.8450,11.5508,10.5399,19.5092,18.0941,9.8306,9.7934
2015-01-09,10.1304,11.2991,10.5481,8.9085,5.3620,10.7414,8.8660,11.6669,8.0222,11.6878,11.6281,16.8523,15.0869,11.5924,17.4006,12.9484,9.0646,20.5831,22.8344,10.8379,5.6034,28.0027,9.8180,7.0523,12.0575,10.8305,20.5026,18.7687,9.7856,9.9749
2015-01-16,10.4972,11.1751,10.3988,8.7989,5.3257,10.9876,8.9322,11.6204,8.1830,12.0437,12.0094,17.1204,15.5153,11.6816,18.1377,13.4425,9.0915,20.9830,22.5170,11.1137,5.9331,29.0086,10.0245,6.9603,12.4568,11.1273,22.6269,20.0604,9.9365,10.2479
2015-01-23,10.5166,10.6235,10.7326,8.6548,5.2788,11.3356,8.6576,11.7228,8.5977,12.4403,12.3621,17.6275,15.5150,11.8960,18.7681,13.4541,9.3830,21.5063,22.1598,11.4611,5.6713,28.6758,10.3674,6.9043,12.8913,11.4477,23.1658,20.4797,10.3643,10.2500
2015-01-30,9.6646,10.0645,10.5482,8.7082,5.3411,11.4535,8.4999,11.6385,8.6171,12.1092,12.3702,17.2265,15.3369,12.0662,18.9543,13.3973,9.5371,21.3864,21.9713,11.6320,5.2390,26.3903,10.2110,6.8128,12.9378,11.3207,23.3915,20.2285,10.4727,9.9098
2015-02-06,9.0890,9.5058,10.0172,8.2883,5.1880,11.2614,8.1169,11.2922,8.6387,11.4478,11.9637,16.5853,15.1559,11.8022,18.8541,12.9326,9.4600,21.0067,21.3276,11.1414,4.9391,25.7750,9.8209,6.4635,12.8200,11.2331,25.0951,21.2937,10.2718,9.5751
2015-02-13,9.2980,9.7823,10.3618,8.6259,5.3848,11.6892,8.5751,11.7395,8.8964,12.0068,12.3368,17.2279,15.8498,12.4744,19.5917,13.6633,9.9025,22.0097,22.2629,11.5426,5.0837,27.4266,10.3387,6.7357,13.4937,12.1324,26.8869,22.5941,10.6290,9.9899
2015-02-17,9.2823,9.8329,10.4871,8.7614,5.4275,12.0035,8.7380,11.9070,9.1403,12.2204,12.5893,17.4797,16.4338,12.8021,20.2366,14.1551,10.0808,22.5506,22.2710,11.7297,5.0925,27.6641,10.5699,6.9704,13.9065,12.7147,28.0230,23.6537,11.0135,10.1570
2015-02-27,9.6471,10.0342,10.8040,9.0497,5.5845,12.2687,9.2935,12.0799,9.3100,12.4734,12.9053,18.2515,16.6062,12.8611,20.2502,14.1888,10.2485,22.6793,22.6382,12.0339,5.1379,27.7354,10.6609,7.1104,14.3830,12.9501,28.0049,23.4306,11.1478,10.3442
2015-03-06,9.1869,9.9217,11.2809,9.0368,5.6262,12.6821,9.0014,12.2547,9.6576,12.8873,13.2132,17.8744,16.5553,13.4809,20.4901,14.0141,10.6413,23.3336,22.4632,12.4681,4.8576,26.2423,10.5518,6.9965,14.4975,12.8302,28.3473,23.4191,11.2511,10.2205
2015-03-13,9.4427,10.3438,11.3204,9.3352,5.8114,12.9879,9.5800,12.6794,10.1536,13.0789,13.6576,18.0629,17.1937,13.9203,21.0696,14.7308,11.5799,23.9798,22.8868,12.8139,5.2495,26.9747,10.8924,7.4232,14.9637,13.3587,30.3467,24.6643,11.3601,10.6367
2015-03-20,9.9398,10.8707,12.1362,10.0070,6.3272,13.9235,10.7648,13.7558,10.9046,14.1816,14.8159,19.3075,17.9909,15.0723,22.8186,15.6500,12.5046,25.4210,24.0094,13.7733,5.4939,29.6748,11.8340,8.1947,15.9769,14.6607,34.1527,26.2317,12.3978,11.4301
2015-03-27,10.0160,11.0649,12.5867,10.2146,6.5974,14.4061,11.7303,14.1757,11.3302,15.2528,15.5897,20.1128,18.5986,15.9512,24.5032,15.9572,13.1034,26.3620,24.8617,14.5677,5.4669,29.0449,12.4461,8.4000,16.5047,15.3894,36.2756,26.9126,12.7035,11.7549
2015-04-03,10.2397,11.5315,13.2121,10.8335,6.9751,15.4675,12.3382,15.6425,12.4421,16.0616,17.4254,21.2761,19.4319,17.0285,25.7377,17.1819,14.0973,28.2304,25.5551,15.4921,5.6119,30.9896,12.9005,8.7980,18.1486,16.3194,38.6195,28.1017,13.4319,12.4025
2015-04-10,10.7431,11.8633,13.3422,10.8788,7.2381,15.6594,12.6720,15.6785,12.8461,17.2288,17.5651,20.8453,19.4503,17.3713,25.6426,17.3015,14.8046,29.3941,26.4865,15.7475,5.9395,33.3684,13.7941,9.1704,18.2133,16.7343,39.2688,28.1664,13.7370,12.8640
2015-04-17,11.5723,12.4173,13.5552,11.6156,7.4047,15.5972,14.7921,16.0710,12.7289,20.3919,18.3855,22.6741,19.8706,17.2704,26.0256,17.6238,14.9688,29.5843,27.9417,15.8279,6.3832,32.8748,13.8757,10.1768,15.9469,17.0829,37.1509,27.4744,13.7380,13.3854
2015-04-24,11.7408,13.1164,14.7797,12.1437,8.1736,16.4259,15.3977,16.7582,13.3210,20.4632,19.9235,24.4058,20.7265,17.8861,26.4459,18.5342,15.6668,30.4889,29.3570,16.6390,6.0765,32.4694,14.4283,10.7595,16.7910,18.4720,39.4708,31.2016,15.5867,13.8141
2015-04-30,11.8838,13.0808,14.7358,12.4497,7.9684,16.2991,16.4279,16.5241,13.2398,19.8947,19.2270,25.2790,20.2332,17.8533,27.0979,19.0450,15.1538,30.2778,28.4450,16.4336,6.2144,32.2242,14.4881,11.0922,16.6043,18.8540,39.4320,32.8175,15.5125,13.9034
2015-05-08,11.1052,11.8292,13.7707,11.7905,7.2782,15.6393,14.7329,16.1076,13.4173,19.1555,18.3547,25.0830,19.5328,17.4279,26.5653,18.1429,14.8584,30.0630,28.1514,15.6246,5.8825,31.7727,13.4762,9.9600,16.6288,18.4674,41.1337,33.0091,15.2748,13.3494
2015-05-15,10.9033,11.7874,14.5212,12.4466,7.5766,16.7227,14.9876,16.8040,14.1913,20.3374,19.9653,27.3369,20.0556,18.0827,27.3926,18.6217,15.4077,32.0106,28.3835,16.9200,5.7781,30.9171,14.0789,10.1251,17.7890,19.8798,43.5124,34.4982,16.2181,13.7476
2015-05-22,11.4912,12.7292,15.2808,13.5092,8.2058,18.5557,16.0598,18.1868,16.1476,21.8664,22.1074,29.7653,21.8952,20.0093,29.2267,20.6941,17.4535,35.1498,30.6097,18.8575,6.0553,32.6822,15.5018,11.2848,20.0915,22.0196,47.9282,37.1860,17.4069,14.8994
2015-05-29,10.9232,12.5074,15.4052,13.4418,8.2493,18.9824,15.2106,18.8854,16.4160,23.1490,21.9608,32.6848,21.8654,19.4436,29.7150,20.6713,17.4245,35.2096,28.1883,19.1735,5.7781,30.5423,15.2897,11.2320,20.2966,22.1917,48.8645,37.0268,17.4637,14.8096
2015-06-05,11.8317,14.5338,17.2070,14.9945,9.1773,21.0916,17.3235,20.6406,18.1416,24.9044,23.9085,34.2330,23.8824,21.5956,33.2131,22.4863,19.4061,38.0326,29.5588,21.3672,6.2324,31.8616,17.2876,12.3864,22.1580,24.0862,51.5378,39.8239,20.6787,16.1759
2015-06-12,12.1068,15.1755,17.2629,15.5327,9.6379,21.5108,16.4722,21.1120,19.2887,24.3741,23.9832,34.3742,24.7719,22.8068,34.7973,22.9461,20.4527,39.2282,31.8090,22.2188,6.4795,31.8946,18.0017,13.1176,22.7881,24.6089,50.6299,40.6486,22.1641,16.5803
2015-06-19,10.4498,13.1072,15.1581,13.8453,8.7632,18.6827,13.5621,18.3109,17.2224,20.3787,19.9408,30.4984,21.2098,19.8170,30.1160,20.2757,18.4005,32.9003,27.4682,19.3477,5.7635,27.6490,15.9048,11.6883,19.3751,20.6602,42.9467,34.0516,18.5958,14.3948
2015-06-26,9.9209,12.3888,13.7439,12.9726,8.3330,17.0749,12.5187,16.3451,15.7387,18.6658,17.9819,28.7563,19.2770,17.9235,27.4050,19.1547,16.3756,29.8580,26.5859,17.7412,5.6736,25.6242,14.4886,11.1018,17.5632,18.4413,36.7365,29.5447,16.5688,13.3437
2015-07-03,10.2436,9.9340,10.8713,10.5273,6.9735,14.0202,10.1981,12.8938,12.5403,15.2495,14.4429,21.3005,16.5237,14.1331,24.0813,15.5694,13.0690,25.9311,23.9503,14.2995,5.7317,23.7161,11.7999,9.1519,14.8055,15.2951,30.4419,25.3113,13.0758,11.5669
2015-07-10,11.0037,10.8157,10.4792,10.4740,7.0699,13.1894,12.0787,12.7365,11.8341,15.0965,13.9819,19.3971,16.8647,13.3599,22.9455,15.6509,12.4780,25.2932,24.8960,13.6565,6.4472,26.6184,11.5331,9.3693,14.0146,14.7221,28.5454,24.4284,12.2938,11.8641
2015-07-17,11.0693,10.7133,11.2029,11.0801,7.2063,14.1708,12.0696,13.5423,12.7404,16.0133,15.3287,24.2376,17.3740,14.7969,24.3688,15.3551,13.7782,27.7022,24.9668,15.2078,6.1118,25.0922,12.3544,9.8052,15.2824,16.0708,31.9322,26.4052,13.2178,12.2700
2015-07-24,11.4834,11.1097,11.8776,11.5983,7.4346,15.1152,12.6267,14.4598,13.6751,16.8107,16.4073,27.9885,17.7062,15.6321,26.6429,15.3409,15.1132,28.2880,25.0982,16.7309,5.9091,24.2750,13.1903,10.4632,16.2032,17.4509,34.2680,27.6812,14.1136,12.7038
2015-07-31,9.5448,9.8110,10.7418,10.8032,6.8835,13.7692,11.2302,13.2038,12.4840,15.2434,14.7223,26.1351,15.9726,14.2519,24.8413,14.2331,13.5895,25.8432,23.5469,15.6452,5.4497,20.8080,12.0710,9.3942,14.5945,15.2314,29.4902,25.2339,12.8380,11.4545
2015-08-07,9.3134,10.5241,11.1457,11.2319,7.0839,14.4751,11.6002,14.1906,12.8323,15.7264,15.4563,26.7206,16.8167,14.4658,24.2894,14.8945,13.9147,26.8604,24.0317,15.9480,5.4928,20.7099,12.2216,9.9289,15.1759,15.7342,30.3236,25.5105,13.4389,11.7413
2015-08-14,9.7262,11.6917,12.1160,12.1092,7.6158,15.5438,12.7142,15.2615,13.7437,16.9333,16.8717,29.1468,17.9514,16.5889,26.2072,15.6225,15.9572,27.9712,24.6533,17.3454,5.4360,21.5626,13.5039,10.3138,15.9930,17.1277,32.1797,26.9731,14.4996,12.4475
2015-08-21,8.7290,9.8451,10.9082,10.6967,7.1819,13.7432,10.7976,13.5418,12.6179,14.5622,14.4808,24.6295,15.3071,14.5590,22.2822,13.7870,13.8035,24.9959,22.3382,15.7709,5.1017,18.0571,11.9118,9.3390,14.2284,15.3331,28.3803,23.7002,13.0927,11.0384
2015-08-28,7.9418,8.6150,9.6075,9.8163,6.2380,12.4351,9.7666,12.3304,11.5804,13.1159,12.7454,21.4182,14.3093,13.3577,20.4273,12.8029,12.6010,23.1249,21.4383,14.2339,4.8457,17.0985,10.8443,8.7962,12.8120,13.4464,24.7206,21.6441,11.5936,10.0971
2015-09-02,7.5988,8.5371,8.9072,9.4812,6.0108,10.9793,9.8672,11.1080,10.3527,11.9228,11.5303,19.3625,13.2635,11.9416,17.2204,11.9140,11.0579,21.3841,20.8462,12.3653,5.3478,17.1934,10.0751,8.5423,11.7176,11.9472,21.2894,20.1321,10.3818,9.6779
2015-09-11,7.7269,8.5008,9.2705,9.7133,6.0739,11.7564,9.7934,12.0369,11.0092,12.7802,12.3202,19.2576,13.9422,12.8433,18.6567,12.1481,11.8592,22.4731,20.8493,13.1986,5.0127,17.1106,10.5182,8.7726,12.4293,13.3669,23.9033,21.5552,11.2283,9.9234
2015-09-18,7.4484,8.1348,8.6808,9.1706,5.5598,11.0083,9.6704,11.3448,10.3139,12.3726,11.4283,17.4326,13.4480,12.0806,18.3948,11.3149,11.2179,20.6602,20.3917,12.3407,4.9995,16.8292,9.8340,8.4629,11.5532,12.5755,22.6809,20.1935,10.7854,9.5089
2015-09-25,7.4270,8.0769,8.1999,9.0243,5.4126,11.0386,9.5254,11.1414,10.1396,11.8230,11.7394,17.5844,13.4698,12.1669,18.7415,11.0472,10.9895,20.6543,19.9681,12.3536,4.9877,16.7192,9.7796,8.4681,11.5392,12.4909,22.4182,20.5876,10.7662,9.4579
2015-09-30,7.1961,7.7436,8.0902,8.9187,5.3981,10.9936,9.3219,11.0368,10.2954,11.7509,11.7363,17.9231,13.9051,11.9654,18.7683,11.0806,10.9844,20.6538,19.8944,12.5372,4.8902,16.1878,9.6481,8.3780,11.6850,12.4119,23.0929,20.7696,10.6982,9.3870
2015-10-09,7.5266,8.2074,8.6944,9.3486,5.5137,11.5839,9.6868,11.6445,10.7004,12.2942,12.5435,18.8939,14.6312,12.5510,19.0273,11.5305,11.6058,21.7484,20.5378,13.3068,4.9832,17.1814,10.1214,8.6442,12.3951,13.0909,24.4478,21.0057,11.1293,9.8212
2015-10-16,7.9252,8.8278,9.2177,10.0600,5.7588,12.5529,10.4409,12.5977,11.6055,13.3387,13.2472,21.0576,14.8204,13.7064,20.4534,12.3065,12.6900,22.8061,21.3958,14.1864,5.1299,18.3392,11.0377,9.2063,13.4370,14.5732,27.0635,23.1412,11.9717,10.4743
2015-10-23,7.8207,8.6488,9.1481,10.0728,5.6759,12.7171,10.7302,12.7265,11.8476,13.4128,13.3658,20.9743,14.8236,14.1667,21.0100,12.5858,13.0484,23.8898,21.7115,14.0280,5.1880,18.6544,11.3675,9.0546,13.5850,15.2279,27.5186,23.6750,12.3181,10.6041
2015-10-30,7.7389,8.3505,9.0828,9.9443,5.5432,12.8377,10.4786,12.4178,11.8774,13.3471,13.3744,21.8366,15.0166,13.6957,20.6979,12.5641,13.1389,23.0970,21.6161,14.0787,5.1460,18.4718,11.1673,8.9500,13.6720,14.8842,27.8612,23.3467,12.5712,10.5227
2015-11-06,8.0585,8.9270,9.6588,10.4107,5.7758,13.4636,11.3241,12.9997,12.3997,14.0608,13.7185,22.7021,15.8446,14.2511,22.8042,13.2579,13.8961,23.8554,22.3136,14.6059,5.3424,21.9030,11.6987,9.3623,14.5161,15.7949,29.9676,24.7632,13.1082,11.1367
2015-11-13,7.9702,8.8745,9.1540,10.5010,5.6968,13.9016,10.9635,13.3101,12.5926,14.0912,14.4067,22.2971,16.4211,14.0141,22.8731,13.2322,14.1067,24.0870,22.0110,14.6232,5.3259,21.7648,11.5945,9.3066,14.9483,16.1380,30.6341,24.7904,13.6353,11.1562
2015-11-20,8.0320,8.9606,9.5152,10.4800,5.7447,14.3876,11.1276,13.7751,13.1956,14.7392,14.9728,23.5188,16.3864,14.2618,23.6513,13.5509,14.6844,24.4695,22.4105,15.0421,5.4164,21.3105,12.1926,9.3111,15.9360,16.9786,31.5466,25.6731,14.0402,11.4074
2015-11-27,7.5755,8.3929,9.0049,9.8249,5.4222,14.0117,10.3230,13.2251,12.6008,13.7908,13.9937,21.8486,15.5881,13.5951,22.6751,13.0602,14.0464,23.4319,21.5972,14.6199,5.2169,19.8400,11.5622,8.7901,15.1423,16.0630,29.9440,24.6900,13.6350,10.8299
2015-12-04,7.7027,8.5225,9.0898,10.0413,5.3782,14.5514,10.5146,13.8181,13.0127,14.0360,14.1075,21.0416,16.1532,13.9197,23.0640,13.7065,14.2952,23.9708,22.6714,15.1188,5.4356,20.6474,12.4626,8.8056,15.3857,16.2073,29.8961,25.3290,14.1192,11.1160
2015-12-11,7.4321,8.1817,9.1035,9.6543,5.2395,14.1640,9.8734,13.4804,12.5705,13.5871,13.6721,20.2186,15.8943,13.7000,22.9476,13.5899,14.1578,23.7005,22.1377,14.5507,5.3154,20.2569,12.1921,8.6336,15.1287,16.2948,30.1657,25.4533,13.6811,10.8734
2015-12-18,7.6517,8.5332,9.5541,10.0636,5.5407,15.0005,10.3764,14.4060,13.0771,14.2648,14.5230,21.1669,16.5622,14.5686,24.6586,14.0893,15.0260,24.9001,23.2443,15.4081,5.4086,21.3778,13.2608,9.0719,15.9908,17.2946,31.9819,26.7861,14.5806,11.4064
