日期,CS石油石化,CS煤炭,CS有色金属,CS电力及公用事业,CS钢铁,CS基础化工,CS建筑,CS建材,CS轻工制造,CS机械,CS电力设备,CS国防军工,CS汽车,CS商贸零售,CS餐饮旅游,CS家电,CS纺织服装,CS医药,CS食品饮料,CS农林牧渔,CS银行,CS非银行金融,CS房地产,CS交通运输,CS电子元器件,CS通信,CS计算机,CS传媒,CS综合,全部A股
2015-12-25,7.7150,8.5620,9.5695,10.1104,5.5639,15.3150,10.4485,14.6592,13.1715,14.3476,14.5957,20.9121,17.0368,14.9531,24.7980,14.7534,15.1442,25.4383,23.8989,15.8610,5.4944,21.9786,13.4477,9.0795,16.1754,17.2869,32.0041,26.5109,14.9752,11.5586
2015-12-31,7.5803,8.3747,9.3443,9.8850,5.4735,14.9299,10.1396,14.2121,13.0014,14.0670,14.4006,20.7998,16.8212,14.5832,24.5441,14.4814,14.8852,25.0568,23.3909,15.3726,5.3851,21.0097,12.8318,8.7802,15.9788,17.1051,31.6613,25.5572,14.4209,11.3028
2016-01-08,7.1567,8.6116,8.4830,8.7462,5.4656,12.6830,8.8274,12.2418,11.3129,11.9173,12.1557,18.6291,14.8369,12.4295,21.0560,12.8591,12.9235,21.5422,21.1287,13.6520,5.1654,18.4291,11.2879,7.7869,13.5721,14.5970,25.7388,21.1700,12.5145,10.0256
2016-01-15,6.5343,7.6269,7.5270,7.9101,4.8771,11.2985,7.9378,10.7412,10.1912,10.7151,10.8030,16.5578,13.5322,11.1110,19.6720,11.6961,11.4381,19.7386,19.6699,12.2564,4.8879,16.9367,10.2492,6.9553,12.1243,12.7277,23.4636,19.4447,11.2937,9.1201
2016-01-22,6.5412,7.6437,7.5639,7.9419,4.7314,11.5643,8.3560,11.0371,10.2951,10.9960,10.9851,16.9755,13.6074,11.3593,19.6372,11.8413,11.5796,19.9879,19.6436,12.3646,4.8686,16.5858,10.3455,7.1095,12.3221,13.1770,24.1063,20.3115,11.3746,9.2160
2016-01-29,6.5124,7.3763,6.9026,7.2699,4.2241,10.6165,7.5817,10.2635,9.3912,9.9894,10.0044,15.2418,12.7915,10.4263,18.2535,11.3475,10.6786,18.7906,18.9787,11.4146,4.6871,15.3816,9.7215,6.5310,11.5216,12.0193,21.9015,18.7532,10.4627,8.6175
2016-02-05,6.4134,7.1161,7.3911,7.4181,4.1176,11.0586,7.6332,10.4795,9.8797,10.2534,10.3712,15.6944,13.0799,10.7861,19.3248,11.4112,11.1508,19.5002,19.3333,11.7206,4.6445,15.1343,9.9374,6.6955,11.9190,12.4841,22.8570,19.6352,10.9309,8.7673
2016-02-19,6.5957,7.4085,7.8508,7.7095,4.3162,11.5919,8.0872,11.3246,10.4864,10.8175,10.9383,16.8274,13.7143,11.4439,19.5452,11.8975,11.7132,20.3624,19.6130,12.4289,4.6743,15.6213,10.3330,6.9587,12.7907,13.4024,24.4609,20.7299,11.6526,9.1416
2016-02-26,6.4827,7.6060,7.7784,7.4994,4.3204,11.0404,7.6135,10.6821,9.8765,10.0737,10.2813,15.2529,13.1848,10.8694,18.5553,11.4119,10.6898,19.2078,19.5122,12.0240,4.6316,15.1221,9.8886,6.5820,12.0326,12.3561,21.9926,18.9904,11.1185,8.7651
2016-03-04,6.9346,8.1064,8.2580,7.6076,4.4791,10.8726,8.0198,10.8334,9.5968,9.8844,10.1623,15.3031,13.2371,10.6549,17.9346,11.3958,10.6454,18.9017,20.6018,12.0265,4.9841,16.2052,10.3781,6.6734,11.6564,12.0964,20.6019,18.3215,10.9571,8.9633
2016-03-11,6.7838,7.6246,7.8796,7.4465,4.3128,10.7070,7.8512,10.5515,9.5880,9.8894,9.9713,14.7195,12.9870,10.5610,18.0346,11.2497,10.5794,18.6938,20.1697,11.7901,4.9311,15.7373,9.8210,6.5107,11.5466,12.0821,20.3111,18.3846,10.7097,8.7898
2016-03-18,7.0109,7.9208,8.3058,7.9372,4.5347,11.6717,8.3137,11.4709,10.5442,10.6275,10.9353,16.0637,13.8399,11.3992,19.5866,11.9264,11.5251,20.0732,20.8659,12.4819,4.9884,16.9141,10.3784,6.9009,12.6236,13.0556,23.0068,20.3577,11.7548,9.3388
2016-03-25,6.8239,7.7711,8.2448,8.0037,4.5326,11.9219,8.4206,11.5571,10.7940,10.9026,11.2019,16.7983,14.3108,11.6938,20.1367,12.1317,11.8526,20.2437,21.7260,13.0933,4.9379,17.6282,10.5228,6.9564,12.9086,13.2891,23.4735,20.9161,12.1069,9.4750
2016-04-01,6.9806,7.8995,8.5613,8.0988,4.5648,12.0878,8.5567,11.8281,10.8444,10.7588,11.3826,16.7002,14.4839,11.7292,20.3241,12.2631,11.6144,20.3140,21.9568,13.0276,4.9956,17.6607,10.5134,7.1344,12.9631,13.4005,23.3556,21.0024,12.3528,9.5667
2016-04-08,6.8989,7.8925,8.4707,8.0921,4.6216,12.2119,8.4498,11.8710,10.8533,10.8357,11.5241,16.4949,14.6253,11.8067,20.2122,12.2418,11.7186,20.4052,21.9503,12.9807,4.9251,16.9709,10.5276,7.0537,13.1007,13.4606,23.4411,20.8866,12.4698,9.5318
2016-04-15,7.1273,8.4517,8.8880,8.3033,4.8531,12.6905,8.7478,12.2755,11.4208,11.1620,11.8744,17.1024,14.9742,12.2248,20.7756,12.5977,12.0909,20.9585,22.1755,13.3610,5.0119,17.6357,10.8270,7.2302,13.5195,13.9927,24.2930,21.6852,13.0065,9.8341
2016-04-22,6.9176,8.2133,8.5981,7.8758,4.7052,11.9522,8.2578,11.5304,10.5522,10.4607,11.1470,16.0618,14.3978,11.4187,19.3526,12.3312,11.3623,19.8329,21.7218,12.7185,4.9874,17.0539,10.3129,6.8205,12.7101,13.2663,22.1128,19.6285,12.0552,9.4019
2016-04-29,6.8250,8.2138,8.5368,7.8493,4.6084,11.8931,8.0834,11.5524,10.7223,10.4336,11.1558,15.8037,14.3834,11.4320,19.3218,12.2921,11.3939,19.9349,22.1850,12.6487,4.9819,16.6808,10.3253,6.7577,12.6144,13.1789,21.7353,19.4532,12.1739,9.3619
2016-05-06,6.7076,7.8137,8.5226,7.7936,4.4826,11.7138,7.9871,11.2439,10.3267,10.3877,10.9449,15.6423,14.0285,11.3344,19.1347,12.0119,11.4013,19.8340,22.0129,12.7247,4.9486,16.2841,10.3144,6.8379,12.6349,13.0694,21.5857,19.1330,11.8122,9.2725
2016-05-13,6.5409,7.2945,8.1222,7.5940,4.2067,10.8357,7.6622,10.3479,9.7130,9.8242,10.3905,14.9598,13.4467,10.7663,18.2661,11.6984,10.7496,19.1642,22.0436,12.3064,4.8868,15.8781,9.8833,6.7046,12.0133,12.3543,19.6346,17.9939,10.6975,8.9265
2016-05-20,6.5608,7.2252,8.2641,7.4725,4.2285,10.7776,7.4267,10.1095,9.3813,9.7677,10.3581,15.1197,13.3358,10.4245,18.0487,11.5027,10.6872,19.0233,21.7372,12.0285,4.9071,16.0748,9.8507,6.5805,12.0265,12.3629,20.2016,17.9365,10.6670,8.9046
2016-05-27,6.5593,7.2614,8.2548,7.3183,4.2563,10.7806,7.3507,10.1573,9.4285,9.7748,10.3018,15.0085,13.3693,10.3597,18.0504,11.5156,10.6829,18.5824,21.4714,11.9335,4.9212,15.9417,9.7799,6.4755,12.2087,12.4209,20.2508,17.4196,10.8148,8.8806
2016-06-03,6.7183,7.4535,8.7403,7.5244,4.4392,11.1552,7.5977,10.6190,9.8810,10.2733,10.7918,15.7372,13.9775,10.4779,18.6706,11.9877,11.1425,18.9927,23.2842,12.2120,5.0430,16.7870,10.0772,6.6964,12.9052,13.1620,21.3779,18.3127,11.4359,9.2514
2016-06-08,6.6675,7.3931,8.7442,7.5207,4.4119,11.1740,7.5358,10.5376,9.8897,10.3851,10.8828,15.8697,13.9849,10.3963,18.6597,11.9874,10.9748,18.6837,22.9139,11.9400,5.0178,16.6529,10.0678,6.6609,12.8990,13.1459,21.3209,17.9609,11.4587,9.2115
2016-06-17,6.5255,7.2962,9.0025,7.3917,4.3773,11.1731,7.2863,10.4122,9.8104,10.3046,10.8058,15.5474,13.9021,10.1137,18.2430,11.8918,10.7367,18.2111,23.2195,11.6770,4.9639,16.1823,9.6877,6.4656,12.8161,12.9628,20.6101,16.6932,11.1211,9.0672
2016-06-24,6.4453,7.4037,8.6930,7.2849,4.2545,11.0468,7.1830,10.2540,9.6836,10.0687,10.6366,15.6768,13.5780,9.9783,18.1017,11.8164,10.4947,17.9570,22.3351,11.0397,4.9020,15.8591,9.6122,6.3269,12.6514,13.0943,20.8236,16.5588,11.1971,8.9560
2016-07-01,6.5651,7.6751,8.9876,7.4554,4.3562,11.3402,7.4316,10.6162,10.1888,10.4223,10.9436,16.3666,13.8640,10.2974,18.3557,12.1802,10.6105,18.5608,23.1776,11.1140,4.9898,16.3061,9.8608,6.5242,13.0173,13.1499,21.5571,17.2940,11.6043,9.2195
2016-07-08,6.6413,7.8740,9.7662,7.5590,4.4203,11.7221,7.6201,10.9950,10.3779,10.6627,11.1958,17.5261,13.5527,10.6269,18.6207,12.1891,10.8499,19.1839,24.6377,11.5471,4.8939,16.3939,9.7364,6.6824,13.2681,13.3581,21.6184,17.3975,10.5573,9.3611
2016-07-15,6.7870,8.3910,9.9372,7.7131,4.5254,11.8958,7.7765,11.1598,10.5370,10.6982,11.2132,17.5706,13.8863,10.8599,18.8580,12.8007,11.1400,19.7187,25.2906,11.5268,4.9536,16.7045,9.9033,6.8709,13.0867,13.8710,21.6912,17.8612,10.9413,9.5258
2016-07-22,6.6904,8.1602,9.5352,7.6079,4.4822,11.7057,7.5793,11.1210,10.6061,10.5867,11.2242,17.2530,13.8504,10.8469,18.6374,12.5953,11.0607,19.5129,24.3052,11.4676,4.9206,16.3627,9.7667,6.7548,13.0960,14.0376,21.6747,17.8211,10.9838,9.4152
2016-07-29,6.6306,8.0273,8.9622,7.5877,4.3606,11.3376,7.5374,10.8415,10.3042,10.1018,10.8355,16.2959,13.6751,10.6547,18.3159,12.6960,10.6767,19.5203,24.6313,11.1602,4.9430,15.9291,9.5313,6.7803,12.4579,13.3011,20.0361,16.9444,9.6267,9.2164
2016-08-05,6.6473,8.1187,9.0158,7.5897,4.4036,11.3097,7.5466,10.9503,10.2890,10.0653,10.8371,16.0272,13.6048,10.7689,18.1850,12.5065,10.6764,19.2889,24.0599,11.1750,4.9557,15.8564,9.9322,6.6165,12.4498,13.2787,19.9271,16.7534,9.5878,9.2062
2016-08-12,6.7612,8.4790,9.0428,7.7604,4.5026,11.0761,7.8300,11.2096,10.1609,10.1757,10.9456,16.3845,13.8274,10.9929,18.4131,12.5514,10.7749,19.5179,24.6383,11.2362,5.1688,16.4648,10.3410,6.6528,12.6148,13.4504,19.9933,17.0143,9.8632,9.4003
2016-08-19,6.8456,8.4489,9.2433,7.9284,4.6394,11.4660,8.4154,11.6359,10.4318,10.5736,11.3812,16.9707,14.0458,11.4287,18.7508,12.7576,11.0897,19.8989,24.6357,11.6012,5.1304,16.9491,10.8795,6.8039,13.0740,13.8624,20.7845,17.6720,10.4198,9.6373
2016-08-26,6.7993,8.3172,8.9663,7.8924,4.6439,11.4090,8.1559,11.4661,10.3859,10.3749,11.1346,16.7053,13.7766,11.0880,18.9462,12.5594,10.9348,20.0309,24.2194,11.4815,5.1422,16.5776,10.4418,6.6573,13.0356,13.7568,20.4316,17.3706,10.1411,9.5160
2016-09-02,6.8289,8.3262,8.7481,7.8880,4.5605,11.3121,8.1946,11.3897,10.3529,10.3009,10.8845,16.5133,13.6517,11.0411,18.8104,12.7454,10.9016,19.8711,23.9863,11.4316,5.1581,16.7472,10.4201,6.6372,12.8739,13.5632,20.1899,17.2777,10.2265,9.4844
2016-09-09,6.8290,8.4286,8.7914,8.0134,4.6325,11.6048,8.3591,11.8250,10.6083,10.5115,11.0249,16.6948,13.8379,11.0255,19.3739,13.1011,11.0417,20.0085,23.8736,11.3482,5.1184,16.8115,10.3964,6.6588,13.0876,13.8680,20.3183,17.3528,10.4120,9.5597
2016-09-14,6.6859,8.1286,8.4409,7.8462,4.5110,11.3252,8.0880,11.6096,10.2937,10.2438,10.7770,16.0816,13.5095,10.7221,19.0990,12.7251,10.7889,19.5293,23.3279,11.0331,4.9878,16.2388,10.2741,6.4915,12.8973,13.4203,19.6494,16.8572,10.1667,9.3173
2016-09-23,6.6800,8.3599,8.3778,7.8871,4.6190,11.3693,8.2683,11.7970,10.4783,10.3977,10.5791,16.0996,13.7107,10.9691,19.6215,13.6272,10.8900,19.8125,23.4592,11.1624,5.0607,16.4216,10.5567,6.5756,12.9464,13.6186,19.8596,16.9260,10.2414,9.4374
2016-09-30,6.6631,8.4605,8.2490,7.7615,4.5609,11.2501,7.9991,11.5406,10.4594,10.3083,10.1532,15.8605,13.6757,10.9590,18.9579,13.8199,10.8345,19.4748,23.3399,11.0762,5.0390,16.0695,10.6349,6.4626,12.7405,13.4753,19.5924,16.7518,10.1392,9.3499
2016-10-14,6.7625,8.6335,8.3138,7.9909,4.6867,11.5790,8.4584,11.5321,10.7613,10.7185,10.3984,16.3897,13.9310,11.2224,19.3159,13.8833,11.1293,19.9404,23.8026,11.3714,5.0463,16.2685,10.6442,6.6700,13.0710,14.1410,20.3445,16.9898,10.3766,9.5431
2016-10-21,6.8243,8.7991,8.4867,7.9822,4.7021,11.6246,9.0527,11.6542,10.7513,10.8649,10.4476,16.4231,14.0996,11.1755,19.3250,13.9574,11.1784,19.7527,23.8998,11.4151,5.0617,16.3204,10.5498,6.7597,13.1585,14.0935,20.3618,17.0102,10.2667,9.6111
2016-10-28,6.8346,9.2432,8.5578,7.9570,4.7524,11.5536,8.7814,11.7415,10.7846,10.7674,10.3677,16.3148,14.0720,11.2198,19.3016,13.9481,11.1804,19.4720,24.7396,11.5018,5.0873,16.5930,10.6101,6.7080,12.8505,13.9360,20.1925,17.0315,10.2539,9.6239
2016-11-04,6.7445,9.3105,8.8143,7.9367,4.7330,11.6087,9.0363,11.9682,10.8936,10.8680,10.3836,16.2399,14.2463,11.2683,19.2433,13.9838,11.3328,19.6010,24.6855,12.5389,5.0689,16.8789,10.6817,6.7287,12.8906,13.9066,20.2078,17.0233,10.2570,9.6895
2016-11-11,6.8898,9.7092,9.5268,8.0451,4.9648,11.9145,9.4024,12.3247,11.0170,11.1396,10.5595,16.4128,14.4634,11.5900,19.2539,14.1207,11.6600,19.7506,24.8738,12.8270,5.1012,17.4278,10.8637,6.8763,13.0137,14.0465,20.3802,17.0622,10.4452,9.8869
2016-11-18,6.8874,9.4655,9.2269,8.0806,4.9528,12.0203,9.5460,12.3657,11.0053,11.2982,10.6139,16.4638,14.4878,11.6315,19.2235,14.1002,11.8185,19.8030,24.5658,12.7972,5.0945,17.3043,10.9901,6.9833,13.0218,14.2780,20.3728,17.0911,10.5316,9.9073
2016-11-25,7.0747,9.6058,9.2906,8.1616,5.1399,12.0480,9.9169,12.3747,11.1207,11.3792,10.6533,16.5657,14.7319,11.7789,19.2198,14.9150,11.9562,19.8579,25.0042,12.8150,5.2829,18.1072,11.2389,7.0077,12.9368,14.3044,20.5917,17.2588,10.5362,10.0873
2016-12-02,7.3373,9.1166,9.0287,8.1498,5.1387,11.7181,10.2955,12.0365,10.8380,11.3082,10.4687,16.5234,14.5913,11.6432,18.9106,15.0789,11.6475,19.5181,24.9205,12.5891,5.2657,17.6874,11.0729,7.0009,12.7185,14.3449,20.0298,17.0149,10.2103,10.0045
2016-12-09,7.2050,9.2094,9.0903,8.0227,5.2458,11.8463,9.7908,12.1051,10.7889,11.2069,10.4433,16.3584,14.5543,11.9201,18.8464,14.8520,11.8849,19.4351,25.3935,12.6494,5.3826,17.4463,10.8475,6.9036,12.7225,14.2146,19.6740,16.7307,10.1182,9.9768
2016-12-16,7.2442,8.7173,8.6279,7.7857,5.0727,11.6733,9.0809,11.8330,10.6906,10.8017,10.1183,16.0832,14.0180,11.8296,18.2652,14.1957,11.6858,18.7518,24.7047,12.6891,5.1549,16.5412,10.5495,6.6219,12.1559,13.6452,18.6919,16.0163,9.9545,9.6341
2016-12-23,7.5569,8.4883,8.4712,7.6713,4.9829,11.6598,9.2315,11.7187,10.5814,10.7359,10.1261,16.1140,13.9974,11.6766,18.0190,13.9611,11.5839,18.6954,24.2000,12.5302,5.0758,16.2892,10.2951,6.7356,12.1120,13.8226,18.4911,15.8086,9.8105,9.5745
2016-12-30,7.3804,8.5092,8.4277,7.6682,5.0075,11.6547,9.3121,11.7552,10.6100,10.7610,10.1293,15.9120,13.9969,11.7046,18.0969,13.9468,11.6048,18.8504,24.7133,12.4955,5.0783,16.4013,10.2411,6.6738,12.1499,13.6903,18.1824,15.6884,9.9109,9.5809
2017-01-06,7.7667,8.6607,8.5413,7.8392,5.1135,11.7719,9.4406,11.8434,10.7506,11.0471,10.2793,16.6354,14.0627,12.2434,18.4113,14.0155,11.6385,18.7147,25.4705,12.6698,5.1196,16.5489,10.3309,6.8739,12.2212,13.9369,18.4892,16.2319,9.7333,9.7425
2017-01-13,7.7412,8.5911,8.3706,7.7291,5.1147,11.2752,9.2269,11.4599,10.2738,10.7113,10.0594,16.5711,13.8807,11.8795,17.8994,13.6404,11.2456,18.3418,24.8490,12.1458,5.1553,16.6322,10.1775,6.7121,11.9280,13.1860,17.5903,15.7293,9.4854,9.5704
2017-01-20,7.7459,8.6791,8.2980,7.6930,5.1451,11.0615,9.2790,11.5621,10.1106,10.5382,9.9114,16.4979,13.9742,11.6690,17.6938,13.8181,10.9949,18.2225,25.2163,12.0495,5.2392,16.6471,10.0371,6.7077,11.8796,12.9212,17.1034,15.5465,9.2620,9.5530
2017-01-26,7.9512,8.8801,8.7104,7.7313,5.2599,11.2401,9.3720,11.8870,10.3272,10.7183,10.0383,16.7648,14.1111,11.7156,18.0360,14.0186,11.3890,18.4732,25.1652,12.2102,5.3164,16.7340,10.1329,6.7426,12.0626,13.1584,17.1324,15.6679,9.3912,9.6911
2017-02-03,7.8906,8.4504,8.6435,7.7373,5.2257,11.4178,9.3941,11.9487,10.5220,10.8448,10.0553,16.8697,14.0712,11.7477,17.2794,13.9757,11.4381,18.6264,25.1327,12.0976,5.2903,16.4041,10.1128,6.7307,12.1549,13.3462,17.4062,15.8009,9.3999,9.6353
2017-02-10,7.8214,8.6824,8.8315,7.9048,5.4500,11.6328,9.9605,12.6937,10.7776,11.1876,10.2423,17.0923,14.3852,11.9510,17.4418,14.2056,11.6662,18.7503,25.5755,12.4641,5.3291,16.7892,10.2908,6.9050,12.4077,13.6864,17.6185,15.9502,9.6625,9.8235
2017-02-17,7.7063,8.7247,8.9013,7.9259,5.5453,11.6362,9.8488,12.4102,10.8058,11.1029,10.1969,16.9653,14.2283,11.9848,17.2250,14.6677,11.6545,18.6572,26.1736,12.3105,5.3769,16.8894,10.2397,6.9927,12.4669,13.5134,17.4067,15.7475,9.7352,9.8471
2017-02-24,7.7213,8.6569,9.0725,8.0451,5.6231,11.8377,9.9589,12.5900,11.0556,11.3707,10.4168,16.9851,14.6069,12.2653,17.7147,14.9768,11.8390,19.2329,26.9354,12.5646,5.4480,16.7947,10.3878,7.1663,12.7611,14.0640,18.0370,16.2771,10.0228,10.0248
2017-03-03,7.4906,8.5994,8.9889,8.1132,5.5784,12.0921,9.8762,12.5278,11.2472,11.2424,10.3404,16.9627,14.5851,12.0579,18.6155,14.9630,11.7715,19.0464,26.5365,12.2030,5.3704,16.4492,10.2701,7.0635,12.9399,13.9965,17.8445,16.1757,10.2293,9.9270
2017-03-10,7.3647,8.4449,8.8736,8.0710,5.5298,12.0835,9.7457,12.4910,11.3895,11.2923,10.3618,16.8161,14.5600,12.0368,18.7292,15.5696,11.7404,19.1404,27.0885,12.1031,5.3629,16.2017,10.3744,7.0074,13.0619,14.4908,18.0439,16.0994,10.1571,9.9281
2017-03-17,7.3931,8.5904,9.0300,8.1126,5.5552,12.1663,9.9515,12.8014,11.4399,11.4010,10.4441,16.7768,14.5310,12.0315,18.5069,15.5140,11.6887,19.2674,27.3128,12.0950,5.3613,16.3292,10.4691,7.0245,13.2235,14.5748,18.1350,16.1428,10.3266,9.9933
2017-03-24,7.4536,9.0879,8.9145,8.1376,5.4717,12.2102,10.5824,13.0891,11.4942,11.5889,10.3846,16.7123,14.6935,12.0559,19.2705,16.1194,11.7182,19.7308,28.1501,12.1885,5.3389,16.1754,10.3446,7.2397,13.6368,14.6395,18.1228,16.0575,10.2940,10.0910
2017-03-31,7.3692,9.1056,8.7313,8.0866,5.4182,11.8764,10.1804,12.5721,11.1908,11.2589,10.1566,16.6055,14.5380,11.6440,18.8753,15.8235,11.4105,19.3234,27.6894,11.8342,5.4348,16.0508,10.0841,7.2306,13.2657,14.0751,17.3297,15.6749,9.6397,9.9417
2017-04-07,7.5753,9.1962,9.0718,8.4979,5.6655,12.1927,10.8702,13.1478,11.6018,11.6424,10.3531,16.9929,14.8149,11.8099,19.2319,16.0666,11.6610,19.5246,27.9275,12.0254,5.4345,16.1412,10.4821,7.4420,13.5713,14.3857,17.7687,15.8309,10.2538,10.1509
2017-04-14,7.4957,9.1337,8.9792,8.6067,5.7358,11.9277,10.6438,13.3094,11.1747,11.3337,10.2500,17.3550,14.6472,11.5250,18.0463,15.6736,11.6259,19.1711,27.6482,11.7138,5.3349,15.8574,10.7561,7.5220,12.4661,13.8987,17.2228,15.2649,10.6642,10.0143
2017-04-21,7.2951,8.8103,8.4423,8.2634,5.3367,11.4291,10.6594,12.5941,10.6371,10.8372,9.8634,16.2492,14.3249,11.2150,17.7985,16.1248,10.9612,19.2426,28.1940,11.0925,5.2663,15.6402,10.1482,7.2738,12.3319,13.5254,16.3108,14.6989,9.9066,9.7536
2017-04-28,7.2610,8.8142,8.3368,8.2550,5.3211,11.2969,10.0912,12.2361,10.2686,10.6515,9.6624,15.6445,14.1588,11.0119,17.4708,15.8895,10.6360,18.9238,27.8191,10.9666,5.3147,16.0448,9.9564,7.1357,12.2452,13.1010,16.1084,14.5992,10.0734,9.6649
2017-05-05,7.0396,8.5888,8.0507,8.0855,5.2184,11.0995,10.0890,12.1253,10.1262,10.4411,9.5060,14.7659,14.0350,10.9100,16.9981,16.0997,10.5200,18.6809,27.5763,10.5946,5.2359,15.6025,9.7206,7.0651,12.1606,12.9118,15.7756,14.3500,9.7919,9.5000
2017-05-12,7.0952,8.4215,7.7370,7.9351,4.9637,10.7955,9.7744,11.4791,9.6961,10.0786,8.9576,13.5497,13.5160,10.5325,16.8126,15.7564,10.0866,18.1777,27.1148,10.0910,5.4477,16.1438,9.4210,6.9654,11.9386,12.5782,15.1500,13.9951,9.1069,9.3662
2017-05-19,7.1384,8.5780,7.8337,8.0806,5.0774,10.8099,9.3318,11.5308,9.7833,10.2223,9.0802,13.4533,13.5444,10.7038,17.0750,15.8466,10.1910,18.3883,28.2692,10.1921,5.3597,15.8535,9.5866,7.0365,11.9413,12.8966,15.6068,14.3039,9.4885,9.4226
2017-05-26,7.2932,8.9012,7.6248,7.9066,5.1089,10.3969,9.3367,11.1108,9.4346,9.8749,8.8156,12.7918,13.3604,10.3607,16.6778,15.8708,9.8953,18.0592,28.3059,9.7554,5.5742,16.5885,9.5046,7.0126,11.4682,12.5818,14.6620,14.0358,9.1677,9.3869
2017-06-02,7.2849,8.9300,7.4380,7.8746,4.7793,10.2095,9.3936,10.8646,9.2741,9.7163,8.7002,12.6990,13.3882,10.3405,16.5639,15.7830,9.7764,17.8417,28.1175,9.6236,5.6072,16.4769,9.5748,7.0209,11.4190,12.4514,14.2882,13.8738,8.9808,9.3265
2017-06-09,7.2379,9.0615,7.6508,8.0442,4.7786,10.4621,9.6612,11.2515,9.7217,9.9225,8.9737,13.0921,13.6685,10.6027,17.0876,15.9754,9.7550,18.3211,29.5671,9.8686,5.5587,16.8646,9.6748,7.1649,12.0466,12.6501,14.6655,14.3070,9.2920,9.5116
2017-06-16,7.1406,9.1221,7.9224,7.9812,4.7755,10.6398,9.3769,11.2293,9.8051,9.9731,9.0056,13.3579,13.5795,10.6857,15.7232,15.6693,9.8069,18.3632,29.0642,10.0074,5.4151,16.5294,9.5468,7.1087,11.8264,12.8211,14.7291,13.9727,9.3977,9.4299
2017-06-23,7.2051,9.1602,7.9880,7.8996,4.7969,10.6286,9.4482,11.1368,9.6918,9.9484,8.9662,13.1695,13.6264,10.6592,15.6038,16.8124,9.6060,18.3821,29.6978,9.9787,5.5545,17.0610,9.7409,7.1274,11.9384,12.9384,14.5394,13.5730,9.2453,9.5194
2017-06-30,7.1870,9.3992,8.1739,7.9423,4.9249,10.8210,9.5656,11.5175,9.9002,10.0994,9.0906,13.2918,13.8343,10.8003,16.1169,16.8286,9.6738,18.6981,29.8957,10.1016,5.6239,17.0628,9.7499,7.1759,12.1456,13.2109,14.6423,13.6381,9.4126,9.6311
2017-07-07,7.3037,9.7951,8.8077,7.9661,5.1709,10.7747,9.4943,11.9448,10.1286,10.2257,9.1750,13.6554,14.0586,10.8403,16.3327,16.2611,9.7662,18.3845,28.5599,10.2800,5.5882,17.3453,9.7331,7.2483,12.2190,13.3763,14.7009,13.2125,9.6540,9.6809
2017-07-14,7.3927,9.1896,8.8211,7.7679,5.2360,10.6465,9.7977,11.9019,9.8258,10.0886,8.9846,13.5016,13.7569,10.6322,16.2076,16.4946,9.5703,18.0985,28.7286,10.0548,5.7149,17.9122,9.6540,7.1872,11.9674,13.0198,14.1089,12.7499,9.4377,9.6422
2017-07-21,7.4718,9.7479,9.2519,7.6928,5.4205,10.7066,9.9653,11.9824,9.6941,9.8968,8.8496,13.1193,13.4168,10.5144,15.8677,16.3168,9.3771,17.6653,29.2727,9.8607,5.7962,17.9559,9.5301,7.2087,11.8966,12.7757,13.0425,12.3636,9.4016,9.6299
2017-07-28,7.5015,9.4868,9.3797,7.7696,5.4478,10.8641,9.7576,12.1554,9.7251,9.9675,8.9806,13.3502,13.3669,10.5238,16.2453,16.1307,9.4522,17.6946,29.9077,9.9504,5.9137,17.7588,9.5008,7.2798,11.9918,12.9090,13.4601,12.7811,9.5092,9.7003
2017-08-04,7.5635,9.7030,9.7952,7.7699,5.9691,11.0309,9.4841,12.2266,9.7287,9.9922,8.9522,13.6834,13.1834,10.5859,16.0663,15.5692,9.1840,17.6003,29.4270,9.8934,5.9677,17.8462,9.3534,7.3032,11.7059,12.7547,13.3994,12.6255,9.8129,9.7053
2017-08-11,7.3763,9.4701,9.6026,7.6832,5.6910,10.6319,9.3395,12.1830,9.5806,9.8132,8.8664,13.5440,13.0313,10.4072,15.8879,15.5727,9.0142,17.9045,30.3652,9.9494,5.7927,17.1180,9.1688,7.2194,11.7983,12.7705,13.3321,12.6537,9.7491,9.5712
2017-08-18,7.3641,9.6096,9.6073,7.8761,5.7397,10.9967,9.6435,12.3154,9.8185,10.1397,9.0026,13.7635,13.2558,10.7639,16.5752,15.6493,9.2882,18.1799,30.7244,10.1242,5.8489,17.5948,9.4503,7.4256,12.3703,13.4885,14.3780,12.9455,10.0743,9.7848
2017-08-25,7.4469,9.7013,9.7547,7.8939,5.8003,10.9609,9.7341,12.4315,9.7829,10.1718,8.9725,13.6345,13.3648,10.6623,16.2880,16.1875,9.3308,18.1131,30.3394,10.2408,6.2258,18.2438,9.4985,7.3003,12.3690,13.7431,14.3691,12.5480,10.0417,9.9216
2017-09-01,7.4690,10.6086,10.4208,7.9729,6.3460,11.2462,9.7019,12.6369,10.0562,10.3053,9.1362,13.5824,13.2915,10.7845,16.5902,16.0089,9.4980,18.2348,30.7137,10.4482,6.0342,18.7742,9.5351,7.4101,12.8094,13.8312,14.9766,12.8046,10.3069,10.0422
